發生時間,發生地點,死亡人數,車種
108年10月17日 11時11分00秒,高雄市大樹區國道3號 385公里700.0公尺處南側向外側,1,營業用-半聯結車;自用-小客車;自用-小客車
108年10月17日 14時59分00秒,臺中市太平區太平里長億六街222號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月17日 18時07分00秒,宜蘭縣宜蘭市環市東路2段口 / 宜蘭縣宜蘭市黎明三路口,1,自用-小客車;普通重型-機車
108年10月17日 22時58分00秒,高雄市美濃區光復街中壇568電桿號前0.0公尺前,1,腳踏自行車-慢車
108年10月18日 00時26分50秒,臺南市新市區社內里中山路口 / 臺南市新市區社內里新港社大道口,1,普通重型-機車;自用-小客車
108年10月18日 06時21分00秒,新北市新莊區中華路2段57號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車
108年10月18日 16時40分53秒,臺南市六甲區台1線 299公里南側向外側,1,普通重型-機車;乘客-人
108年10月18日 20時09分00秒,臺東縣東河鄉台11線 134公里南側向外側,1,自用-小客車
108年10月18日 21時33分00秒,臺中市神岡區三角里大富路301號前0.0公尺,1,自用-小客車;行人-人
108年10月19日 08時00分00秒,彰化縣鹿港鎮頭南里頭庄巷1-21號前0.0公尺前,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年10月19日 08時27分00秒,苗栗縣頭屋鄉象山村濫坑道路口,1,自用-小客車;行人-人
108年10月19日 16時38分00秒,臺南市安南區宜居一街口 / 臺南市安南區生態街口,1,自用-大貨車;普通重型-機車
108年10月19日 23時09分59秒,臺南市麻豆區麻口里麻豆口10之13號前路口,1,自用-小貨車(含客、貨兩用);行人-人
108年10月20日 01時38分00秒,臺南市關廟區中山路2段249號前0.0公尺附近,1,普通重型-機車
108年10月20日 02時00分00秒,宜蘭縣冬山鄉永興路1段48號前0.0公尺附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月20日 05時19分00秒,高雄市三民區中華三路261號前0.0公尺前,1,行人-人;自用-小客車;計程車-小客車
108年10月20日 13時35分00秒,花蓮縣秀林鄉台8線 123公里東側,1,普通重型-機車
108年10月20日 13時50分00秒,彰化縣員林市浮圳里員東路1段290號前0.0公尺,1,普通重型-機車;營業用-大貨車
108年10月20日 15時00分00秒,臺南市白河區白河里康樂路與172線路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月20日 17時55分30秒,桃園市龍潭區三水里龍新路三水段55巷前0.0公尺附近,1,普通重型-機車;自用-小客車
108年10月20日 18時30分00秒,臺南市南區大成路2段北側 / 臺南市南區夏林路,1,普通重型-機車;自用-大貨車
108年10月20日 23時25分00秒,新北市中和區中正路 / 新北市中和區圓通路,1,行人-人;普通重型-機車;普通重型-機車
108年10月21日 00時20分00秒,新北市中和區圓通路367巷33弄前0.0公尺,1,腳踏自行車-慢車
108年10月21日 17時20分00秒,高雄市鼓山區河西一路319號前0.0公尺前,1,自用-小客車;行人-人;自用-小客車;普通重型-機車;普通輕型-機車
108年10月21日 18時14分00秒,臺中市北區賴福里中清路一段前0.0公尺,1,普通重型-機車;行人-人
108年10月21日 20時11分00秒,高雄市茄萣區正大路南下號前0.0公尺,1,普通重型-機車;自用-小客車
108年10月22日 05時31分00秒,臺中市大雅區員林里中清路四段158號前0.0公尺,1,普通重型-機車;自用-小客車
108年10月22日 11時45分00秒,彰化縣彰化市大竹里彰南路2段 / 彰化縣彰化市大竹里彰南路2段,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月22日 16時25分00秒,高雄市苓雅區四維三路 / 高雄市苓雅區學源街,1,腳踏自行車-慢車;普通重型-機車
108年10月22日 16時30分33秒,桃園市龍潭區中豐路口 / 桃園市龍潭區中豐路口,1,自用-小客車;行人-人;行人-人
108年10月22日 17時40分00秒,屏東縣萬丹鄉水泉村萬新路1162號前,1,普通重型-機車;行人-人
108年10月23日 02時37分00秒,桃園市中壢區普慶里環中東路667號前0.0公尺東側,1,自用-小客車;電動自行車-慢車
108年10月24日 03時10分00秒,彰化縣溪湖鎮湖東里東興路368號前0.0公尺,1,普通重型-機車;自用-小客車
108年10月24日 09時09分23秒,花蓮縣秀林鄉台9線 172公里700.0公尺處附近,1,營業用-曳引車
108年10月24日 14時41分00秒,屏東縣屏東市環河路前7000.0公尺附近,1,普通重型-機車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
108年10月24日 15時35分00秒,桃園市龜山區華亞三路附近 / 桃園市龜山區樂善街附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月24日 17時59分05秒,新竹縣新埔鎮新關路五埔段766號前,1,行人-人;自用-小貨車(含客、貨兩用)
108年10月24日 18時09分39秒,嘉義縣梅山鄉梅北村台3線道267.4公里附近,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年10月25日 06時39分00秒,彰化縣二林鎮後厝里斗苑路4段 / 彰化縣二林鎮後厝里竹林路3段,1,腳踏自行車-慢車;遊覽車-大客車
108年10月25日 08時06分00秒,屏東縣內埔鄉老埤村學府路口 / 屏東縣內埔鄉老埤村壽比路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年10月25日 12時30分08秒,臺南市仁德區中山路624號前0.0公尺,1,營業用-大貨車;普通輕型-機車;自用-小貨車(含客、貨兩用)
108年10月25日 12時50分00秒,桃園市楊梅區電研路36號,1,自用-大貨車;普通重型-機車
108年10月25日 17時22分30秒,臺南市西港區慶安里省道臺19線口 / 臺南市西港區慶安里區道南34線口,1,普通重型-機車;自用-小客車
108年10月25日 21時37分00秒,臺南市安南區台江大道2段1300號東側,1,普通重型-機車
108年10月26日 05時51分00秒,新北市新莊區中正路253號前0.0公尺,1,行人-人;自用-小客車;行人-人
108年10月26日 09時00分12秒,新竹縣竹北市新興路附近 / 新竹縣竹北市中正西路附近,1,自用-小客車;行人-人
108年10月26日 09時44分00秒,桃園市復興區基國派路228號前0.0公尺南側,1,自用-小貨車(含客、貨兩用);乘客-人
108年10月26日 12時44分00秒,新北市新莊區新北大道 / 新北市新莊區五工六路,1,自用-小客車;普通重型-機車;乘客-人
108年10月26日 12時58分00秒,桃園市龜山區明興街八德外役監獄側門前,1,普通重型-機車
108年10月26日 13時09分00秒,嘉義縣朴子市松華里台19線與170縣道(口),1,普通重型-機車;營業用-曳引車
108年10月26日 14時15分00秒,新竹縣新埔鎮新湖路00581號路燈處,1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車
108年10月26日 15時07分00秒,臺中市東勢區新盛里東關路六段525號前0.0公尺,1,租賃車-小客車;乘客-人
108年10月26日 17時27分00秒,屏東縣長治鄉復興路116號前,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用);自用-小客車
108年10月27日 01時15分54秒,新竹縣關西鎮大同里32-4號前,1,普通重型-機車;自用-小客車
108年10月27日 01時53分00秒,臺東縣臺東市興安路1段150號前0.0公尺,1,普通重型-機車
108年10月27日 07時24分00秒,屏東縣九如鄉國道3號 387公里300.0公尺處南側向內側,1,自用-小貨車(含客、貨兩用)
108年10月27日 09時48分00秒,屏東縣里港鄉載興路(載興牌樓),1,營業用-大貨車;普通輕型-機車
108年10月28日 06時50分05秒,桃園市觀音區台61線快速道路38.1K處往北大園方向,1,營業用-曳引車;營業用-曳引車;自用-大貨車
108年10月28日 07時16分00秒,苗栗縣苗栗市台6線 10公里,1,自用-大貨車;自用-小貨車(含客、貨兩用)
108年10月28日 08時20分00秒,雲林縣虎尾鎮安溪里安溪183之9號旁路口,1,自用-小客車;行人-人;乘客-人
108年10月28日 11時05分00秒,雲林縣西螺鎮九隆里九隆15-1號前,1,自用-小客車
108年10月28日 11時10分00秒,新竹市東區光復路二段175號對面,1,營業用-大貨車;行人-人
108年10月28日 11時55分00秒,屏東縣竹田鄉履豐村產業道路段,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月28日 17時12分00秒,臺南市柳營區八翁里長榮路6段2號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年10月28日 18時03分48秒,宜蘭縣三星鄉大德路2段111號前0.0公尺附近,1,普通重型-機車;腳踏自行車-慢車;自用-小客車
108年10月28日 18時54分00秒,新北市淡水區中山北路2段177號前0.0公尺,1,普通重型-機車;普通重型-機車
108年10月29日 02時49分00秒,臺中市大里區永隆里永隆路前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車
108年10月29日 06時03分00秒,臺南市安南區興安路東側 / 臺南市安南區慶安路南側,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年10月29日 19時26分00秒,臺南市新營區三仙里中華路南側 / 臺南市新營區正義街,1,腳踏自行車-慢車;普通輕型-機車
108年10月30日 03時26分01秒,花蓮縣新城鄉中正路附近 / 花蓮縣新城鄉新順興路附近,1,普通重型-機車;營業用-曳引車
108年10月30日 18時04分00秒,屏東縣屏東市復興南路二段前0.0公尺附近,1,普通重型-機車;普通重型-機車
108年10月31日 11時21分00秒,高雄市前金區自立一路29號前0.0公尺前,1,普通重型-機車;普通輕型-機車
108年10月31日 17時20分29秒,桃園市中壢區新生路3段口 / 桃園市中壢區大圳路口,1,自用-大貨車;普通重型-機車;普通重型-機車;乘客-人
108年10月31日 18時41分36秒,新竹縣新豐鄉竹1線附近 / 新竹縣新豐鄉永寧街附近,1,自用-小客車;行人-人
108年11月01日 00時38分00秒,臺中市大肚區國道3號 188公里300.0公尺處北側向外側,1,自用-小客車;自用-半聯結車
108年11月01日 07時05分28秒,臺南市北區大港街104號附近,1,普通重型-機車;普通重型-機車
108年11月01日 08時01分00秒,臺中市龍井區竹坑里沙田路四段236號前0.0公尺,1,普通重型-機車;普通重型-機車
108年11月01日 12時06分00秒,嘉義縣太保市梅埔里產業道路近電桿春珠41東分999,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年11月01日 16時02分51秒,桃園市龍潭區文化路口 / 桃園市龍潭區淮子埔路口,1,普通重型-機車;自用-小客車
108年11月01日 20時10分00秒,嘉義縣東石鄉溪下村嘉9線2.5公里北向一般車道,1,自用-小客車;行人-人
108年11月01日 21時50分00秒,屏東縣萬丹鄉新庄村萬順路一段與屏56鄉道路口,1,普通重型-機車
108年11月01日 22時00分14秒,雲林縣北港鎮華勝路441號前,1,自用-大貨車;普通重型-機車;乘客-人;自用-小客車
108年11月01日 22時27分36秒,臺南市仁德區太子里太子路462號前0.0公尺,1,普通重型-機車;行人-人
108年11月02日 01時59分00秒,新北市新店區寶橋路233號前0.0公尺,1,普通重型-機車
108年11月02日 05時45分00秒,高雄市旗津區旗津二路前 / 高雄市旗津區中港街,1,腳踏自行車-慢車;自用-小客車
108年11月02日 10時17分00秒,彰化縣溪州鄉國道1號 223公里300.0公尺處北側向內側,1,自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
108年11月02日 11時50分00秒,桃園市龍潭區中豐路上林段242號前0.0公尺附近,1,行人-人;營業用-曳引車
108年11月02日 22時05分29秒,嘉義縣竹崎鄉灣橋村李厝66號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年11月03日 12時41分00秒,高雄市鳳山區國泰路2段 / 高雄市鳳山區國泰路2段,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
108年11月03日 16時17分00秒,臺中市和平區自由里東崎路二段前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車;乘客-人
108年11月03日 19時03分20秒,南投縣竹山鎮福興里鯉南路,1,自用-小客車
108年11月04日 11時42分00秒,南投縣集集鎮中集路與中溝農路,1,普通重型-機車;計程車-小客車
108年11月04日 16時45分00秒,高雄市旗山區旗屏二路0號前0.0公尺,1,自用-小客車;乘客-人
108年11月04日 17時19分26秒,臺南市歸仁區中山路1段151號前0.0公尺,1,營業用-大貨車;小型輕型-機車;普通重型-機車
108年11月05日 05時19分00秒,雲林縣崙背鄉大有村大有158號前,1,行人-人;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
108年11月05日 14時08分00秒,臺中市龍井區忠和里中山二路二段251號前0.0公尺,1,普通重型-機車
108年11月05日 17時30分00秒,彰化縣花壇鄉三春村彰員路1段559號前0.0公尺,1,營業用-曳引車;行人-人
108年11月05日 20時37分00秒,南投縣南投市中華路南崗大橋上南投市路燈52024號前,1,行人-人;自用-小客車
108年11月06日 09時03分00秒,嘉義縣太保市田尾里產業道路近電桿編號:TS105B50號路口附近,1,自用-大貨車;普通重型-機車
108年11月07日 01時00分35秒,南投縣埔里鎮大湳里信義路40號前0.0公尺西側,1,普通重型-機車
108年11月07日 04時41分00秒,臺中市南屯區豐樂里文心南路前0.0公尺,1,自用-小客車
108年11月07日 06時30分00秒,屏東縣枋山鄉台1線 458公里900.0公尺處北側向內側,1,普通重型-機車;自用-小客車
108年11月07日 06時45分00秒,雲林縣斗六市鎮北里北祥街390號旁,1,自用-小客車;普通重型-機車
108年11月07日 07時32分00秒,雲林縣莿桐鄉雲54與產業道路口,1,自用-小客車;普通重型-機車
108年11月07日 10時50分00秒,基隆市安樂區八德路43號前0.0公尺,1,營業用-小貨車(含客、貨兩用);行人-人
108年11月07日 11時42分00秒,新竹縣竹北市舊中正橋旁下坡處,1,拼裝車-其他車;普通重型-機車
108年11月07日 22時58分00秒,新北市汐止區大同路2段 / 新北市汐止區建成路,1,自用-小客車;普通重型-機車
108年11月08日 03時18分20秒,桃園市八德區茄苳里中華路535號前0.0公尺,1,普通重型-機車
108年11月08日 08時56分00秒,高雄市大寮區鳳林二路 / 高雄市大寮區188縣道,1,自用-大貨車;普通重型-機車
108年11月08日 13時40分00秒,臺北市中山區復興北路 / 臺北市中山區五常街,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年11月08日 22時08分00秒,高雄市大寮區188縣道 / 高雄市大寮區華中路,1,自用-小客車;普通重型-機車;乘客-人
108年11月09日 05時43分00秒,新竹縣新豐鄉康樂路1段328號前0.0公尺,1,自用-小客車;普通重型-機車
108年11月09日 11時17分28秒,桃園市八德區瑞泰里介壽路二段1077號前0.0公尺,1,行人-人;大型重型2(250-550C.C.)-機車;自用-小客車
108年11月09日 11時58分00秒,嘉義縣番路鄉內甕村仁義潭環道道路160085號路燈附近,1,普通重型-機車
108年11月09日 22時19分00秒,新北市淡水區臺2線道路-8.4K號前0.0公尺,1,租賃車-小客車;普通重型-機車
108年11月09日 23時30分00秒,臺中市潭子區東寶里崇德路四段327-2號前0.0公尺,1,腳踏自行車-慢車;自用-小客車
108年11月10日 06時44分00秒,高雄市鳳山區中崙一路 / 高雄市鳳山區凱旋路,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年11月10日 07時12分00秒,臺南市佳里區縣176線 13公里200.0公尺處東側向內側,1,腳踏自行車-慢車;自用-小客車
108年11月10日 22時33分00秒,臺中市東勢區南平里東關路七段410號前0.0公尺,1,普通重型-機車;營業用-大貨車;乘客-人
108年11月11日 00時56分00秒,桃園市中壢區中園路2段口 / 桃園市中壢區中園路2段口,1,自用-小客車;普通重型-機車
108年11月11日 05時45分00秒,臺北市文山區羅斯福路6段 / 臺北市文山區景隆街,1,遊覽車-大客車;腳踏自行車-慢車
108年11月11日 05時56分00秒,屏東縣屏東市忠孝路699號前0.0公尺,1,普通重型-機車
108年11月11日 11時30分00秒,新北市深坑區北深路3段234號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
108年11月11日 17時27分00秒,基隆市中山區台2己線 北側向交流道,1,自用-小客車;營業用-半聯結車;乘客-人
108年11月12日 04時05分00秒,臺北市北投區洲美快速道路前0.0公尺,1,自用-小貨車(含客、貨兩用);其他人-人;自用-小貨車(含客、貨兩用)
108年11月13日 00時37分00秒,臺中市西屯區何德里西屯路前0.0公尺,1,普通輕型-機車;自用-小客車;普通重型-機車
108年11月13日 08時31分00秒,臺中市大雅區科雅路與科雅五路口,1,普通重型-機車;自用-小客車
108年11月13日 11時00分53秒,花蓮縣萬榮鄉瑞穗林道聯絡道,1,普通重型-機車;乘客-人
108年11月14日 08時09分00秒,臺南市西港區西港里市道173線前0.0公尺,1,普通重型-機車;普通重型-機車
108年11月14日 09時21分10秒,雲林縣元長鄉縣道145線客厝路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年11月14日 14時15分00秒,雲林縣麥寮鄉台17線 75公里北側向內側,1,普通重型-機車
108年11月14日 18時50分00秒,臺南市將軍區南21 2公里900.0公尺處口,1,自用-小客車;行人-人
108年11月15日 08時06分00秒,高雄市左營區博愛三路 / 高雄市左營區曾子路,1,自用-小客車;普通重型-機車
108年11月15日 19時13分00秒,臺南市安定區蘇厝里直加弄大道口 / 臺南市安定區蘇厝里安定東路口,1,普通重型-機車;乘客-人
108年11月15日 21時38分00秒,臺北市大安區辛亥路2段 / 臺北市大安區辛亥路2段,1,自用-小客車
108年11月15日 23時18分00秒,新北市板橋區環河西路4段前0.0公尺,1,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人
108年11月16日 06時05分26秒,新竹縣湖口鄉新湖路電桿(德盛高幹29B0210FB18)旁,1,普通重型-機車;乘客-人
108年11月16日 07時20分00秒,桃園市龜山區東方球場路100號前0.0公尺北側,1,普通重型-機車
108年11月16日 13時33分00秒,新北市三重區中興橋快車道路前0.0公尺,1,自用-小客車;自用-小客車;營業用-小貨車(含客、貨兩用);乘客-人
108年11月16日 13時52分00秒,高雄市阿蓮區中山路0號前0.0公尺,1,自用-小客車;普通重型-機車
108年11月16日 16時40分09秒,桃園市大溪區台七乙線11.9K處(O108110163百吉所),1,普通重型-機車
108年11月16日 16時46分00秒,彰化縣田尾鄉柳鳳村鳳田路 / 彰化縣田尾鄉柳鳳村吉安路,1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
108年11月16日 21時20分00秒,臺東縣臺東市台11線 161公里6.0公尺處北側向外側,1,租賃車-小客車;乘客-人
108年11月17日 21時04分22秒,臺南市仁德區成功里台1線(奇美博物館對面南下車道),1,普通重型-機車;行人-人;普通重型-機車
108年11月17日 21時06分04秒,桃園市大園區中正東路西向跨國道二號路橋上,1,租賃車-小客車;普通重型-機車;自用-小客車
108年11月18日 07時24分00秒,新北市八里區龍米路2段146巷前0.0公尺,1,普通重型-機車
108年11月18日 08時15分00秒,臺南市安南區安通路5段東側 / 臺南市安南區理安街南側,1,普通重型-機車;普通重型-機車
108年11月18日 17時21分19秒,苗栗縣後龍鎮海埔里苗126線與漁港路口,1,腳踏自行車-慢車;普通重型-機車
108年11月18日 23時05分59秒,臺南市歸仁區南保里中山路3段口 / 臺南市歸仁區南保里中山七街,1,行人-人;自用-小貨車(含客、貨兩用)
108年11月19日 15時05分00秒,臺中市中區綠川里民族路前0.0公尺,1,自用-小客車;行人-人;自用-小客車
108年11月19日 17時20分22秒,嘉義縣中埔鄉和美村中山路5段84號前0.0公尺附近,1,普通重型-機車;普通重型-機車;自用-大貨車
108年11月20日 09時23分00秒,臺北市大同區民權西路 / 臺北市大同區蘭州街,1,租賃車-小客車;行人-人
108年11月20日 10時47分00秒,高雄市小港區中林路前 / 高雄市小港區鳳城街,1,普通重型-機車;自用-小客車
108年11月20日 11時36分00秒,臺南市安平區安平路北側 / 臺南市安平區安平路東側,1,電動輔助自行車-慢車;普通重型-機車
108年11月20日 15時58分00秒,嘉義縣中埔鄉石硦村台3線306.2公里,1,普通重型-機車
108年11月20日 18時02分00秒,臺中市新社區協成里華豐街137號前0.0公尺,1,普通重型-機車
108年11月20日 19時47分26秒,新竹縣湖口鄉中平路2段421號前0.0公尺,1,普通重型-機車;乘客-人
108年11月20日 23時35分00秒,新北市泰山區泰林路2段 / 新北市泰山區福泰街,1,行人-人;自用-小客車
108年11月20日 23時40分00秒,新北市深坑區北深路1段185-前號前0.0公尺,1,租賃車-小客車;普通重型-機車
108年11月21日 00時00分00秒,臺南市新營區太北里太子宮142-34號前0.0公尺,1,普通重型-機車
108年11月21日 08時00分00秒,雲林縣崙背鄉豐榮村豐榮32之17號前,1,普通重型-機車;自用-小客車
108年11月21日 11時27分00秒,臺南市玉井區台3線 377公里南側向外側,2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
108年11月21日 14時08分56秒,苗栗縣後龍鎮台1線109公里處往北機車道,1,普通重型-機車;普通重型-機車
108年11月21日 15時22分00秒,南投縣埔里鎮台14線 62公里600.0公尺處,1,自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人
108年11月21日 16時02分00秒,彰化縣員林市出水里出水巷64之2號前0.0公尺,1,腳踏自行車-慢車
108年11月21日 17時35分03秒,桃園市蘆竹區山林路2段760號前0.0公尺,1,普通重型-機車;行人-人
108年11月21日 22時02分50秒,新竹縣竹東鎮中興路3段73巷前0.0公尺口,1,普通重型-機車;行人-人
108年11月21日 22時10分00秒,臺南市安定區新吉里國道8號側車道前0.0公尺,1,普通重型-機車
108年11月22日 06時04分00秒,彰化縣福興鄉元中村番花路1段473號前0.0公尺前,1,自用-小客車;普通重型-機車
108年11月22日 13時24分11秒,花蓮縣玉里鎮永昌里中華路口 / 花蓮縣玉里鎮自強路,1,普通重型-機車;民營公車-大客車
108年11月22日 14時45分17秒,花蓮縣瑞穗鄉台9線 246公里300.0公尺處北側向路肩,1,普通重型-機車;乘客-人
108年11月22日 17時55分00秒,彰化縣北斗鎮西德里舜耕路4之32號前0.0公尺,1,行人-人;普通重型-機車;自用-大貨車
108年11月23日 05時49分00秒,新北市淡水區淡金路2段 / 新北市淡水區新市一路3段,1,民營客運-大客車;普通重型-機車;普通重型-機車
108年11月23日 09時20分00秒,南投縣國姓鄉台14線 45公里700.0公尺處附近向外側,1,普通重型-機車
108年11月23日 17時50分00秒,新北市汐止區新台五路2段前0.0公尺,1,營業用-大貨車;普通重型-機車
108年11月23日 20時30分00秒,屏東縣屏東市復興南路二段前0.0公尺北側,1,普通重型-機車;電動自行車-慢車;普通重型-機車
108年11月24日 08時23分00秒,臺南市鹽水區橋南里南門路8號,1,自用-小客車;行人-人;自用-小客車
108年11月24日 09時19分57秒,桃園市大溪區康莊路709號前0.0公尺,1,普通重型-機車;大型重型1(550C.C.以上)-機車;自用-小客車;乘客-人
108年11月24日 09時44分35秒,苗栗縣後龍鎮北龍里成功路與東門街口,1,自用-小客車;行人-人
108年11月24日 18時30分00秒,雲林縣水林鄉水南村埔尾路76-15號前,1,普通重型-機車;其他人-人
108年11月24日 19時31分00秒,新北市中和區景平里景平路口 / 新北市中和區景新里景新街口,1,行人-人;普通重型-機車
108年11月24日 21時43分36秒,宜蘭縣冬山鄉香南路326號前0.0公尺,2,普通重型-機車;營業用-小貨車(含客、貨兩用);乘客-人
108年11月25日 01時30分00秒,臺南市新市區潭頂里區道南175線潭頂99-3號前0.0公尺,1,普通重型-機車
108年11月25日 06時53分00秒,雲林縣斗六市崙峯里仁義路36-3號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
108年11月25日 12時49分00秒,高雄市湖內區和平路 / 高雄市湖內區忠孝街,1,營業用-大貨車;普通重型-機車
108年11月25日 13時46分00秒,臺南市安定區蘇林里市道178線前0.0公尺,1,行人-人;自用-小客車
108年11月25日 14時53分00秒,臺北市北投區石牌路2段 / 臺北市北投區石牌路2段,1,普通重型-機車;行人-人
108年11月25日 17時40分37秒,桃園市蘆竹區新興街417號前0.0公尺口,1,自用-小客車;普通重型-機車
108年11月26日 01時40分00秒,臺北市北投區中央北路3段200號前0.0公尺,1,自用-小客車;行人-人
108年11月26日 15時15分00秒,新北市新莊區福營路359號前0.0公尺,1,自用-小客車;普通重型-機車;普通重型-機車;計程車-小客車;自用-小客車
108年11月26日 15時38分35秒,臺東縣大武鄉台9線 433公里200.0公尺處東側,1,普通重型-機車;乘客-人
108年11月26日 17時32分00秒,新北市中和區圓通路 / 新北市中和區板南路,1,行人-人;普通重型-機車
108年11月26日 17時32分00秒,臺中市南屯區楓樹里黎明路一段332號前0.0公尺,1,自用-小客車;普通重型-機車
108年11月26日 19時27分00秒,臺南市北區開元路105號前0.0公尺,1,計程車-小客車;普通重型-機車
108年11月27日 12時45分00秒,臺南市北門區台17線 147公里口,1,腳踏自行車-慢車;營業用-大貨車
108年11月27日 18時39分00秒,屏東縣瑪家鄉三和村三和(屏37縣道)與美園巷口,1,普通重型-機車;自用-小客車
108年11月27日 21時26分00秒,苗栗縣頭屋鄉台13線西向(頭屋幹98D8339CC90號電桿前),1,普通重型-機車
108年11月28日 03時20分00秒,桃園市觀音區成功路1段口 / 桃園市觀音區忠孝路口,1,自用-小客車;其他車-其他車;其他人-人;乘客-人
108年11月28日 09時16分00秒,臺中市北區賴福里進化北路前0.0公尺,1,行人-人;自用-小客車
108年11月29日 02時43分00秒,臺南市新營區護鎮里建國路前0.0公尺東側,1,自用-小客車
108年11月29日 04時46分51秒,屏東縣潮州鎮太平路口 / 屏東縣潮州鎮太平路口,1,營業用-曳引車;普通重型-機車
108年11月29日 05時46分00秒,桃園市桃園區介壽路69號前0.0公尺,1,行人-人;自用-小貨車(含客、貨兩用)
108年11月29日 15時52分00秒,高雄市大寮區鳳屏一路 / 高雄市大寮區成功路,1,營業用-曳引車;腳踏自行車-慢車
108年11月29日 18時05分00秒,彰化縣福興鄉廈粘村廈粘街7-8號前0.0公尺前,1,普通重型-機車;營業用-大貨車
108年11月30日 09時48分00秒,臺北市大安區忠孝東路3段前0.0公尺,1,普通重型-機車;計程車-小客車
108年11月30日 13時00分00秒,新北市三峽區茅埔路18之1號前0.0公尺,1,普通重型-機車
108年11月30日 23時45分00秒,嘉義縣竹崎鄉和平村台3線278公里500公尺處處),1,自用-小客車;乘客-人
108年12月01日 01時20分00秒,南投縣中寮鄉縣139線 48公里北側,1,自用-小客車;乘客-人
108年12月01日 03時10分00秒,新北市金山區臺2甲線道路前0.0公尺,1,大型重型1(550C.C.以上)-機車
108年12月01日 07時29分00秒,苗栗縣三灣鄉台3線 105公里500.0公尺處,1,普通重型-機車;自用-小客車
108年12月01日 10時53分55秒,花蓮縣玉里鎮縣193線 99公里200.0公尺處口,1,普通重型-機車;普通重型-機車;乘客-人
108年12月01日 13時52分00秒,新北市烏來區新烏路5段56號前0.0公尺,1,普通重型-機車
108年12月01日 18時29分00秒,高雄市大樹區興山路140號前0.0公尺,1,普通重型-機車;普通重型-機車
108年12月02日 01時30分00秒,嘉義縣太保市國道1號 267公里200.0公尺處南側向外側,1,普通重型-機車;自用-小客車;民營客運-大客車;自用-小客車
108年12月02日 11時19分00秒,彰化縣員林市南興里興仁街 / 彰化縣員林市南興里興隆街,1,普通重型-機車;普通重型-機車
108年12月02日 22時38分00秒,臺中市梧棲區中正里港埠路二段183號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年12月02日 23時31分00秒,臺中市西屯區何成里臺灣大道二段前0.0公尺,1,自用-小客車;普通重型-機車
108年12月03日 06時20分00秒,臺中市外埔區廍子里土城路前0.0公尺,1,普通重型-機車
108年12月03日 11時27分00秒,臺中市烏日區光明里五光路631巷前0.0公尺,1,自用-大貨車;普通重型-機車
108年12月03日 13時21分00秒,彰化縣秀水鄉曾厝村福陵路118號前0.0公尺前,1,普通重型-機車
108年12月03日 21時05分00秒,南投縣中寮鄉爽文村龍南路與龍草路口附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
108年12月04日 04時07分00秒,桃園市龜山區文化二路2之3號前0.0公尺,1,普通重型-機車;營業用-大貨車
108年12月04日 08時49分00秒,高雄市大社區民族路23-3號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);普通重型-機車
108年12月04日 09時11分29秒,宜蘭縣礁溪鄉六結路151號前0.0公尺附近,1,普通重型-機車
108年12月04日 09時30分00秒,新北市泰山區大科路53號前0.0公尺,1,大型重型2(250-550C.C.)-機車;營業用-大貨車
