發生時間,發生地點,死亡人數,車種
109年10月09日 15時06分00秒,桃園市楊梅區國道1號 71公里800.0公尺處北側向內側,1,自用-小貨車(含客、貨兩用);自用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人
109年10月10日 20時58分00秒,嘉義縣大林鎮三村里台一線250.95公里處,1,普通重型-機車;乘客-人
109年10月10日 21時08分00秒,新竹縣新豐鄉中崙村6鄰中崙路217號前0.0公尺附近,1,普通重型-機車;自用-小客車
109年10月10日 21時52分00秒,屏東縣內埔鄉黎東路475號前0.0公尺,1,普通重型-機車;普通重型-機車;乘客-人
109年10月11日 06時54分00秒,桃園市中壢區中正路2段附近 / 桃園市中壢區中正路2段附近,1,自用-小客車
109年10月11日 09時11分08秒,花蓮縣吉安鄉吉安路6段388號前0.0公尺,1,普通重型-機車
109年10月11日 16時03分00秒,嘉義縣太保市太保里168線18.9公里,1,自用-小客車;腳踏自行車-慢車;自用-小客車
109年10月11日 17時23分00秒,彰化縣社頭鄉廣興村中山路1段 / 彰化縣社頭鄉廣興村中山路1段,1,電動自行車-慢車;普通重型-機車;乘客-人
109年10月12日 06時20分00秒,桃園市觀音區中山路1段1525號前0.0公尺,1,普通重型-機車
109年10月12日 07時14分00秒,新北市石碇區新北市石碇區石碇東街149號,1,行人-人;民營客運-大客車
109年10月12日 11時29分00秒,苗栗縣頭份市上興里吉祥路(中華電信上興幹支12)旁,1,普通重型-機車
109年10月12日 18時05分00秒,新北市貢寮區新北市貢寮區美灩山街72號旁,1,普通重型-機車
109年10月12日 22時33分00秒,高雄市前鎮區高雄臨廣加工區臨加東路與臨加北路口,1,普通重型-機車
109年10月13日 06時50分00秒,臺北市大安區和平東路3段 / 臺北市大安區和平東路3段,1,民營客運-大客車;普通重型-機車;乘客-人
109年10月13日 07時36分00秒,彰化縣埤頭鄉興農村十號路 / 彰化縣埤頭鄉興農村中南路,1,自用-小客車;普通重型-機車
109年10月13日 08時27分35秒,雲林縣北港鎮後溝里雲162線與產業道路口,1,自用-小客車;普通重型-機車
109年10月13日 10時50分00秒,高雄市阿蓮區中正路 / 高雄市阿蓮區和平路,1,腳踏自行車-慢車;營業用-半聯結車
109年10月13日 11時30分00秒,新北市瑞芳區新北市瑞芳區臺2線道路北側附近75.3k處,1,營業用-曳引車;普通重型-機車;營業用-曳引車
109年10月13日 16時08分12秒,苗栗縣苗栗市中山路與大同路路口,1,行人-人;普通重型-機車
109年10月13日 19時55分00秒,高雄市小港區沿海二路.號前0.0公尺,1,普通重型-機車
109年10月13日 20時00分19秒,南投縣草屯鎮國道3號 223公里100.0公尺處北側,1,自用-半聯結車;自用-小客車
109年10月14日 01時25分00秒,新竹縣竹東鎮竹122線道30公里處,2,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
109年10月14日 07時37分00秒,苗栗縣頭份市斗煥里中正二路72號前,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月14日 08時07分46秒,苗栗縣苑裡鎮苗43線與無名道路路口(電桿:水門幹84支1),1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月14日 18時37分00秒,苗栗縣三灣鄉台3線 101公里,1,自用-小貨車(含客、貨兩用);行人-人
109年10月14日 18時37分19秒,桃園市龜山區西勢湖路(燈桿編號0803296),1,普通重型-機車
109年10月14日 22時29分00秒,臺中市南區崇倫里建國南路一段236巷前0.0公尺,1,普通重型-機車;行人-人;自用-小客車;自用-小客車
109年10月15日 08時45分13秒,嘉義縣新港鄉大潭村後底湖16之8號旁產業道路口,1,普通重型-機車;普通重型-機車
109年10月15日 14時50分00秒,臺北市松山區民生東路4段 / 臺北市松山區民生東路4段,1,行人-人;自用-小客車;其他人-人
109年10月15日 17時48分00秒,彰化縣彰化市東芳里彰馬路 / 彰化縣彰化市東芳里彰馬路,1,普通重型-機車;普通重型-機車
109年10月16日 08時21分50秒,雲林縣臺西鄉泉州村雲123鄉道與雲123之1鄉道,1,普通重型-機車;自用-小客車
109年10月16日 10時57分00秒,彰化縣大城鄉上山村魚寮路前0.0公尺,1,自用-大貨車;普通重型-機車
109年10月16日 12時40分00秒,南投縣仁愛鄉台14線 74公里400.0公尺處西側向一般道路,1,普通重型-機車;營業用-大貨車;乘客-人
109年10月16日 18時24分00秒,臺北市中正區忠孝東路1段 / 臺北市中正區天津街,1,自用-小客車;普通重型-機車;乘客-人
109年10月17日 08時53分00秒,彰化縣芳苑鄉新寶村芳漢路新寶段85號前0.0公尺北側,1,民營客運-大客車;行人-人
109年10月17日 09時47分00秒,嘉義市西區竹圍里建國路 / 嘉義市西區竹圍里興雅路,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月17日 12時30分00秒,臺南市新市區豐華里堤塘港路北側 / 臺南市新市區豐華里區道南134線西側,1,自用-小客車;普通重型-機車
109年10月17日 19時03分00秒,臺中市清水區田寮里高美路152號前0.0公尺,1,普通重型-機車;行人-人;自用-小客車;乘客-人
109年10月18日 09時16分00秒,新竹縣新豐鄉台15線與鳳坑村3鄰路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月18日 13時04分00秒,新北市新莊區新北市新莊區化成路與五工一路,1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;自用-小客車;乘客-人
109年10月18日 14時30分52秒,嘉義縣民雄鄉山中村166線31.5公里處,1,普通重型-機車
109年10月18日 14時40分55秒,雲林縣口湖鄉湖口村產業道路,1,普通重型-機車
109年10月18日 17時30分56秒,臺南市仁德區上崙里崑崙街口 / 臺南市仁德區上崙里民安路二段,1,普通重型-機車;普通重型-機車
109年10月18日 18時08分00秒,臺南市西港區縣173線 7公里700.0公尺處南側,1,腳踏自行車-慢車;自用-小客車
109年10月18日 23時52分00秒,臺南市東區崇善路北側 / 臺南市東區崇善八街東側,1,自用-小客車;普通重型-機車
109年10月19日 01時54分00秒,新竹市北區西濱路1段附近 / 新竹市北區延平路3段附近,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月19日 10時32分00秒,桃園市龜山區文明路17號前0.0公尺,1,普通重型-機車;乘客-人
109年10月19日 11時17分00秒,高雄市三民區熱河二街219號前0.0公尺,1,行人-人;普通重型-機車
109年10月19日 11時45分34秒,苗栗縣南庄鄉苗21線道穿龍橋一號下,1,自用-小客車;乘客-人;乘客-人;乘客-人
109年10月19日 12時30分00秒,屏東縣車城鄉保力村保新路65號旁,1,普通重型-機車
109年10月19日 13時47分00秒,臺南市安南區科技五路7號附近,1,普通重型-機車
109年10月19日 17時26分00秒,臺中市東區泉源里進德路 / 臺中市東區泉源里樂業一路,1,普通重型-機車;民營公車-大客車
109年10月19日 17時48分00秒,臺東縣成功鎮台11線 128公里700.0公尺處北側向機、慢車道,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人;自用-小客車
109年10月20日 06時40分00秒,高雄市美濃區龍肚街 / 高雄市美濃區龍肚街,1,普通重型-機車;民營客運-大客車
109年10月20日 07時42分22秒,花蓮縣富里鄉台9線 288公里附近向路肩,1,普通重型-機車
109年10月20日 12時04分00秒,臺北市士林區東山路25巷81弄前0.0公尺,1,普通輕型-機車
109年10月20日 14時40分00秒,彰化縣溪湖鎮番婆里海豐路15-50號前100.0公尺西側,1,普通重型-機車
109年10月20日 16時38分00秒,新北市土城區新北市土城區中華路2段與員福街,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月20日 17時41分00秒,桃園市八德區富榮街18號前0.0公尺,1,普通重型-機車;營業用-曳引車;自用-大貨車
109年10月21日 05時40分00秒,臺北市大安區和平東路1段178號前0.0公尺,1,普通輕型-機車;自用-大貨車
109年10月21日 11時34分58秒,桃園市龍潭區中興路243號前0.0公尺,1,普通重型-機車;自用-小客車
109年10月21日 12時40分52秒,屏東縣萬丹鄉崙頂村萬順路二段東向P131橋墩處附近(慢車道),1,普通重型-機車;自用-大貨車
109年10月21日 14時50分00秒,臺東縣蘭嶼鄉椰油村296號,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年10月21日 16時25分00秒,屏東縣萬丹鄉寶厝村中興路二段口 / 屏東縣萬丹鄉寶厝村丹榮路口,1,營業用-曳引車;普通重型-機車
109年10月21日 20時25分00秒,臺中市沙鹿區洛泉里臺灣大道路七段 / 臺中市沙鹿區洛泉里文昌街,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月21日 23時17分00秒,臺中市太平區新坪里樹孝路 / 臺中市太平區新坪里太順路,1,普通重型-機車;自用-小客車;乘客-人
109年10月22日 11時49分00秒,彰化縣和美鎮中寮里新中路201號前0.0公尺前,1,普通重型-機車;營業用-大貨車
109年10月22日 12時15分00秒,高雄市路竹區國道1號 337公里200.0公尺處北側向外側,1,自用-半聯結車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人
109年10月22日 14時36分05秒,花蓮縣鳳林鎮中正路2段口 / 花蓮縣鳳林鎮中正路2段口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月22日 15時08分00秒,嘉義縣朴子市德家里村里道路口(路燈編號024786),1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月22日 15時27分00秒,高雄市橋頭區成功北路筆秀204路燈號前0.0公尺,1,普通重型-機車;行人-人;普通重型-機車
109年10月22日 20時00分03秒,苗栗縣竹南鎮公館里中華路南下車道靠近文英街口,1,行人-人;普通重型-機車;自用-小客車
109年10月23日 13時00分00秒,臺北市文山區羅斯福路5段 / 臺北市文山區萬盛街,1,普通重型-機車;行人-人;乘客-人
109年10月23日 16時27分00秒,臺中市西屯區虹陽橋上路燈編號10514號,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月23日 18時43分00秒,花蓮縣新城鄉台9線 174公里500.0公尺處北側向內側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月23日 18時47分17秒,花蓮縣秀林鄉台9線 165.8公里附近,1,行人-人;自用-小貨車(含客、貨兩用)
109年10月23日 19時25分00秒,苗栗縣頭份市中華路655號,1,行人-人;自用-小客車
109年10月23日 19時53分15秒,雲林縣西螺鎮大園里大同路與興農東路口,2,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年10月24日 09時40分00秒,桃園市觀音區電廠二路星座廣場後方,1,大型重型1(550C.C.以上)-機車
109年10月24日 10時10分00秒,高雄市路竹區環球路 / 高雄市路竹區大智路,1,自用-大貨車;腳踏自行車-慢車
109年10月24日 18時12分00秒,嘉義縣朴子市大鄉里縣157線道33公里600公尺處,1,普通輕型-機車;公營公車-大客車
109年10月24日 18時13分00秒,高雄市阿蓮區港後134-2號前0.0公尺前,1,自用-小客車;普通重型-機車
109年10月24日 23時10分00秒,彰化縣秀水鄉曾厝村秀中街7號前0.0公尺,1,自用-小客車;普通重型-機車
109年10月25日 14時07分20秒,苗栗縣獅潭鄉台3線 121公里900.0公尺處南側向外側,1,大型重型1(550C.C.以上)-機車
109年10月25日 16時49分00秒,臺中市大安區北上137.6K,1,大型重型1(550C.C.以上)-機車;乘客-人
109年10月25日 18時20分00秒,臺北市南港區市民大道7段 / 臺北市南港區昆陽街,1,其他車-其他車;普通重型-機車
109年10月25日 20時48分00秒,屏東縣內埔鄉龍潭村昭勝路472號前,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年10月26日 08時26分00秒,澎湖縣湖西鄉縣202線 8公里東側向內側,1,普通重型-機車
109年10月26日 12時04分18秒,臺南市永康區永華路北側 / 臺南市永康區文化路,1,自用-小客車;普通重型-機車
109年10月26日 13時05分00秒,嘉義縣朴子市竹村里嘉15線(電線桿:朴南99南分15 N0286 CB34),1,普通重型-機車;乘客-人
109年10月26日 18時22分00秒,嘉義縣水上鄉忠和村嘉175線3.2K往北,1,普通重型-機車
109年10月26日 20時40分00秒,雲林縣麥寮鄉三盛村仁德西路一段(路燈編號010068),1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
109年10月26日 21時28分00秒,臺中市清水區菁埔里中華北路 / 臺中市清水區菁埔里臨海路,1,普通重型-機車;自用-小客車
109年10月27日 03時08分45秒,臺南市善化區文昌里中正路口 / 臺南市善化區文昌里文昌路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月27日 05時35分00秒,新北市蘆洲區新北市蘆洲區復興路42號對面,1,行人-人;普通重型-機車
109年10月27日 10時08分00秒,臺中市大肚區頂街里沙田路三段 / 臺中市大肚區頂街里自由路,1,營業用-小貨車(含客、貨兩用);腳踏自行車-慢車
109年10月27日 14時18分00秒,臺中市西屯區何安里文心路 / 臺中市西屯區何安里四川路,1,行人-人;普通重型-機車;乘客-人
109年10月27日 14時36分00秒,新北市新莊區新北市新莊區復興路2段與中港路,1,自用-小客車;普通輕型-機車;普通重型-機車;普通重型-機車;腳踏自行車-慢車;普通重型-機車
109年10月27日 17時35分36秒,宜蘭縣頭城鎮頭濱路二段426號前,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
109年10月28日 07時22分00秒,新竹縣峨眉鄉台3線 89.5公里南側,1,普通重型-機車
109年10月28日 10時45分00秒,高雄市橋頭區甲典街 / 高雄市橋頭區豐祥路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月28日 19時37分28秒,屏東縣萬丹鄉萬生村萬壽路一段107號前,1,普通重型-機車;普通重型-機車;自用-小客車
109年10月29日 04時22分00秒,花蓮縣新城鄉台9線 181公里530.0公尺處南側向機車優先道,1,普通重型-機車;自用-小貨車(含客、貨兩用)
109年10月29日 05時20分00秒,新竹市北區西門街、四維路,1,腳踏自行車-慢車;自用-小客車
109年10月29日 06時05分00秒,臺東縣成功鎮台11線 110公里800.0公尺處北側向機、慢車道,1,自用-小客車;行人-人
109年10月29日 07時50分47秒,花蓮縣花蓮市中美十一街口 / 花蓮縣花蓮市化道路口,1,普通重型-機車;普通重型-機車
109年10月29日 11時23分30秒,臺南市柳營區太康里中山東路與南109線口,1,普通重型-機車;自用-小客車
109年10月29日 17時21分00秒,高雄市旗津區旗津三路.號前0.0公尺,1,普通重型-機車;普通重型-機車
109年10月29日 17時46分52秒,桃園市楊梅區楊明里新農街北側 / 桃園市楊梅區楊明里中山北路1段口,1,行人-人;自用-小客車
109年10月29日 17時54分00秒,高雄市大樹區竹寮路竹寮0010路燈號前0.0公尺,1,自用-小客車
109年10月29日 21時07分57秒,臺南市白河區縣172線 36公里100.0公尺處東側,1,普通重型-機車;自用-小客車
109年10月30日 00時37分31秒,苗栗縣通霄鎮台一線北上138.5公里處附近,1,普通重型-機車
109年10月30日 09時41分00秒,彰化縣二林鎮北平里吉利街 / 彰化縣二林鎮北平里四維街,1,普通重型-機車;自用-大貨車
109年10月30日 11時35分33秒,高雄市田寮區國道3號 373公里500.0公尺處北側向外側,2,營業用-大貨車;營業用-半聯結車;乘客-人
109年10月30日 18時45分00秒,屏東縣長治鄉進興巷與新進巷口前,1,普通重型-機車;營業用-小貨車(含客、貨兩用)
109年10月31日 17時12分00秒,新北市三重區新北市三重區13號越堤道路與疏洪西路,1,大型重型1(550C.C.以上)-機車;普通重型-機車;乘客-人
109年10月31日 19時16分00秒,臺中市龍井區山腳里沙田路六段163號前0.0公尺,1,自用-小客車;行人-人
109年11月01日 00時09分00秒,臺中市東區干城里自由路三段141號前0.0公尺,1,自用-小貨車(含客、貨兩用);行人-人
109年11月01日 01時28分00秒,屏東縣竹田鄉龍門路246之8號,1,普通重型-機車
109年11月01日 02時40分00秒,屏東縣車城鄉海口村尖山路段,1,計程車-小客車
109年11月01日 06時31分00秒,屏東縣麟洛鄉成功路192號前0.0公尺附近,1,自用-小客車
109年11月01日 06時53分00秒,臺南市南化區南174 1公里800.0公尺處附近,1,自用-小客車;行人-人
109年11月01日 13時41分00秒,臺中市太平區太平里甲堤路462號前0.0公尺,1,普通重型-機車
109年11月01日 20時05分00秒,臺南市安定區港尾里區道南134線港子尾69-38號前0.0公尺,1,普通重型-機車
109年11月02日 02時50分00秒,桃園市大溪區康莊路3段附近 / 桃園市大溪區康莊路3段附近,1,普通重型-機車
109年11月02日 09時10分00秒,嘉義縣中埔鄉和美村中山路5段804號,1,行人-人;自用-小客車
109年11月02日 09時34分00秒,臺東縣臺東市民航路口 / 臺東縣臺東市豐谷北路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年11月02日 11時51分00秒,新竹市東區光復路2段153號前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車
109年11月02日 21時05分00秒,新竹市東區光復路二段100號旁(燈桿203118),1,行人-人;普通重型-機車
109年11月03日 01時30分00秒,臺北市大同區重慶北路3段 / 臺北市大同區重慶北路3段,1,普通重型-機車;行人-人
109年11月03日 06時47分00秒,新北市汐止區新北市汐止區新台五路2段535430號燈桿,1,普通重型-機車;營業用-大貨車;乘客-人
109年11月03日 08時41分07秒,新竹縣寶山鄉國道3號 99公里100.0公尺處南側向外側,1,自用-全聯結車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-半聯結車;乘客-人;乘客-人
109年11月03日 10時37分00秒,桃園市大溪區石園路212號前0.0公尺,1,普通重型-機車;自用-小客車
109年11月04日 07時57分09秒,桃園市中壢區啟文路2段350巷前0.0公尺,1,普通重型-機車;乘客-人
109年11月04日 10時42分29秒,雲林縣二崙鄉庄西村洲子70號前門柱,1,普通重型-機車
109年11月04日 10時55分00秒,高雄市茄萣區濱海路1段780號前0.0公尺,1,自用-小客車
109年11月04日 11時13分00秒,雲林縣斗南鎮四維路5之2號附近,1,普通重型-機車
109年11月04日 11時44分11秒,新竹縣橫山鄉中豐路三段64K處,1,大型重型1(550C.C.以上)-機車;普通重型-機車
109年11月04日 17時48分34秒,雲林縣二崙鄉二崙鄉田尾村頂庄37之42號前,1,普通重型-機車;腳踏自行車-慢車;自用-小客車
109年11月05日 07時57分00秒,高雄市前鎮區中平路口 / 高雄市前鎮區中平路口,1,普通重型-機車;普通重型-機車
109年11月05日 10時26分34秒,苗栗縣通霄鎮台一線與苗121線路口,1,普通重型-機車;營業用-大貨車;自用-小貨車(含客、貨兩用)
109年11月05日 10時35分00秒,嘉義縣東石鄉猿樹村嘉1線與村里道路口,1,自用-小客車;普通重型-機車
109年11月05日 12時41分00秒,新北市五股區新北市五股區疏洪一路1K往三重方向,1,大型重型1(550C.C.以上)-機車
109年11月06日 01時04分12秒,苗栗縣銅鑼鄉公所路燈編號銅鑼村16鄰6,1,普通重型-機車
109年11月06日 07時30分00秒,高雄市左營區翠華路尾北363路燈號前0.0公尺,1,普通重型-機車;普通重型-機車
109年11月06日 13時12分35秒,雲林縣北港鎮新街里路聖母路68號前,1,自用-小客車;乘客-人
109年11月06日 19時26分00秒,臺中市東勢區粵寧里新豐街 / 臺中市東勢區粵寧里新寧街,1,自用-小貨車(含客、貨兩用);行人-人
109年11月07日 00時29分00秒,新北市五股區新北市五股區工商路142號與工商路附近,1,自用-小客車;普通重型-機車
109年11月07日 07時12分00秒,新北市八里區新北市八里區龍米路1段193號,1,行人-人;營業用-曳引車
109年11月07日 07時57分00秒,臺北市內湖區潭美街 / 臺北市內湖區新明路,1,自用-小客車;普通重型-機車
109年11月07日 11時05分00秒,臺南市東區文化一街口 / 臺南市東區文化二街口,1,普通重型-機車;自用-小客車
109年11月07日 17時24分00秒,新北市林口區新北市林區文化三路1段191巷與文化三路1段,1,普通重型-機車;自用-小客車;自用-小客車
109年11月07日 17時30分00秒,臺中市清水區橋頭里五權東路137號前0.0公尺,1,行人-人;普通重型-機車
109年11月08日 08時46分00秒,臺東縣臺東市馬亨亨大道1338之1號前0.0公尺北側,1,普通重型-機車
109年11月08日 15時52分00秒,新竹縣尖石鄉錦屏村竹60線6公里附近(那羅高幹108號桿前),1,普通重型-機車;自用-小客車
109年11月08日 17時43分49秒,臺南市白河區縣172線 32公里300.0公尺處西側,1,行人-人;自用-小客車
109年11月09日 10時40分00秒,雲林縣四湖鄉溪底村產業道路,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年11月09日 11時25分00秒,基隆市中山區中山二路95號前0.0公尺,1,自用-小客車;普通重型-機車;計程車-小客車
109年11月09日 17時43分00秒,嘉義縣六腳鄉六斗村台19線73公里100公尺,1,行人-人;普通重型-機車;自用-小客車;自用-小客車;自用-大貨車
109年11月10日 08時19分00秒,高雄市鳳山區五甲一路中崙160燈桿號前0.0公尺,1,腳踏自行車-慢車;普通重型-機車
109年11月10日 13時57分00秒,臺南市安南區本田路東側 / 臺南市安南區工業八路,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
109年11月10日 15時55分15秒,雲林縣林內鄉林內路1段10巷12號,1,行人-人;大型重型2(250-550C.C.)-機車
109年11月10日 18時19分00秒,臺中市潭子區大豐里大豐路3段212之2號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
109年11月11日 09時58分00秒,桃園市楊梅區幼獅路1段439號前0.0公尺,1,普通重型-機車;乘客-人
109年11月12日 00時17分00秒,桃園市中壢區環西路2段口 / 桃園市中壢區環西路2段口,1,腳踏自行車-慢車;自用-小客車
109年11月12日 05時16分00秒,高雄市林園區沿海路2段 / 高雄市林園區林園南路,1,普通重型-機車;行人-人
109年11月12日 06時10分00秒,基隆市中山區西定路 / 基隆市中山區復興路,1,普通重型-機車;行人-人
109年11月12日 10時08分00秒,南投縣仁愛鄉台14甲線 900.0公尺處,1,自用-小客車;乘客-人;乘客-人;乘客-人
109年11月12日 13時55分00秒,屏東縣萬巒鄉成德村信敏路20-1號前0.0公尺附近,1,普通重型-機車
109年11月13日 06時59分23秒,雲林縣褒忠鄉有才村雲111公路-長城141電桿前路口,1,普通重型-機車;自用-小客車
109年11月13日 08時30分00秒,臺南市玉井區台3線 371公里900.0公尺處北側,1,普通重型-機車
109年11月13日 16時31分53秒,臺南市麻豆區台19甲線 18公里100.0公尺處南側,1,自用-大貨車;遊覽車-大客車;普通重型-機車
109年11月14日 02時53分00秒,臺中市東區東勢里進化路 / 臺中市東區東勢里力行路,1,自用-小客車;普通重型-機車
109年11月14日 13時23分00秒,臺南市麻豆區港尾里謝榜寮1號(謝正宮)往東約600公尺產業道路口,1,普通重型-機車;自用-小客車
109年11月14日 14時50分00秒,新北市三峽區新北市三峽區正義街85號,1,普通重型-機車;乘客-人
109年11月14日 19時30分42秒,新竹縣新埔鎮義民路三段431巷與褒忠路411巷口,1,普通重型-機車;自用-小客車
109年11月14日 23時23分02秒,屏東縣新埤鄉中興路三號前,1,自用-小客車
109年11月15日 00時04分38秒,臺南市東區林森路1段368號,1,大型重型2(250-550C.C.)-機車
109年11月15日 11時36分00秒,臺南市安南區長和路1段1巷大豐高幹104號,1,普通重型-機車
109年11月15日 14時52分00秒,臺中市太平區建國里太堤西路前0.0公尺,1,普通重型-機車
109年11月15日 17時35分00秒,臺東縣池上鄉縣197線 1公里600.0公尺處,1,普通重型-機車;自用-大貨車;乘客-人
109年11月16日 05時57分39秒,苗栗縣竹南鎮民族街11號前,1,自用-小客車;行人-人;乘客-人
109年11月16日 08時12分00秒,桃園市新屋區蚵間里台61線南下59.1公里處,1,普通重型-機車
109年11月16日 08時18分00秒,高雄市左營區大中二路 / 高雄市左營區高鐵路,1,自用-小客車;普通重型-機車
109年11月16日 08時39分42秒,雲林縣二崙鄉大義村台電電桿油車南12號前,1,普通重型-機車;自用-大貨車
109年11月16日 10時12分00秒,彰化縣福興鄉元中村外中街前0.0公尺,1,普通重型-機車;自用-大貨車
109年11月16日 10時43分00秒,嘉義縣新港鄉潭大村嘉67線3.5公里處南向車道,1,自用-小客車;乘客-人
109年11月16日 21時55分00秒,新北市新莊區新北市新莊區中正路與新泰路,1,普通重型-機車;普通重型-機車;普通重型-機車
109年11月17日 11時28分00秒,新北市三峽區新北市三峽區大德路與學成路,1,營業用-小貨車(含客、貨兩用);行人-人
109年11月17日 17時22分00秒,高雄市三民區建國三路160號前0.0公尺,1,普通重型-機車;民營公車-大客車
109年11月17日 21時29分00秒,新北市泰山區新北市泰山區明志路1段517號,1,普通重型-機車;民營客運-大客車
109年11月17日 22時08分00秒,臺南市七股區縣173線 12公里800.0公尺處東側向路肩,1,普通重型-機車;乘客-人
109年11月18日 07時36分00秒,臺東縣大武鄉大鳥村大鳥88號右前方路口,1,普通重型-機車;自用-小客車
109年11月18日 07時55分00秒,臺中市烏日區三和里中山路3段88號前0.0公尺,1,普通重型-機車;普通重型-機車
109年11月18日 09時16分00秒,臺東縣東河鄉台11線 134公里500.0公尺處東側,1,營業用-半聯結車
109年11月18日 12時44分00秒,臺中市西屯區甘肅路2段123號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車;普通重型-機車;普通重型-機車;乘客-人;乘客-人
109年11月18日 13時46分00秒,臺東縣臺東市台11線 171.5公里西側,1,自用-小客車;普通重型-機車
109年11月18日 20時26分00秒,臺中市梧棲區興農里中央路一段404-5號前0.0公尺,1,普通重型-機車;營業用-大貨車;乘客-人
109年11月19日 08時24分28秒,臺南市下營區開化里中營158號前與臺19甲線路口,1,普通重型-機車;自用-小客車
109年11月19日 08時54分00秒,臺北市士林區文林路 / 臺北市士林區德行西路,1,遊覽車-大客車;行人-人
109年11月19日 11時00分00秒,臺中市沙鹿區北勢里鎮南路二段336號前0.0公尺,1,普通重型-機車;普通重型-機車
109年11月19日 15時33分00秒,臺中市太平區東汴里長龍路3段前0.0公尺,1,普通重型-機車;自用-大貨車
109年11月19日 21時35分00秒,屏東縣枋寮鄉太源村太源路26-3號前0.0公尺口,1,普通重型-機車
109年11月19日 22時20分00秒,彰化縣秀水鄉安東村中山路 / 彰化縣秀水鄉安東村中山路,1,自用-小客車;普通重型-機車
109年11月19日 22時46分00秒,南投縣南投市彰南路三段2巷前0.0公尺附近,1,行人-人;普通重型-機車
109年11月20日 04時20分00秒,桃園市新屋區頭洲里中山東路2段口 / 桃園市新屋區頭洲里梅高路3段口,1,自用-小客車;普通重型-機車
109年11月20日 08時15分00秒,高雄市大社區和平路1段189號前0.0公尺,1,自用-大貨車;普通重型-機車
109年11月20日 19時45分16秒,雲林縣古坑鄉雲205線崁腳村新興390773路燈前,1,普通重型-機車
109年11月20日 20時10分29秒,花蓮縣瑞穗鄉台9線 249公里800.0公尺處,1,自用-小貨車(含客、貨兩用);乘客-人
109年11月20日 23時35分00秒,高雄市岡山區新樂街 / 高雄市岡山區維仁路,1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
109年11月20日 23時50分00秒,嘉義市西區大溪里北港路767號前0.0公尺,1,普通重型-機車;腳踏自行車-慢車;自用-小客車
109年11月21日 03時48分00秒,臺南市東山區東原里16號前,1,自用-小客車;自用-小客車;行人-人
109年11月21日 04時28分43秒,桃園市桃園區民族路口 / 桃園市桃園區和平路口,1,自用-小客車;行人-人
109年11月21日 16時20分00秒,臺南市安平區安平路口 / 臺南市安平區安平路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
109年11月21日 23時50分00秒,屏東縣枋山鄉山隆加油站前,1,自用-小客車;大型重型1(550C.C.以上)-機車
109年11月22日 02時16分00秒,臺中市神岡區國道4號 11公里400.0公尺處東側向交流道,4,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
109年11月22日 06時14分00秒,彰化縣北斗鎮文昌里地政路前0.0公尺,1,普通重型-機車
109年11月22日 09時01分00秒,雲林縣斗六市文明路67566號燈桿前,1,普通重型-機車
109年11月22日 19時05分00秒,臺中市大里區東湖里中興路一段 / 臺中市大里區東湖里中興路一段,1,行人-人;自用-小客車;自用-小客車
109年11月22日 21時51分00秒,新竹縣寶山鄉寶新路三段110號附近,1,普通重型-機車
109年11月23日 01時13分00秒,臺南市善化區小新里省道臺1線口 / 臺南市善化區小新里成功路口,1,營業用-半聯結車;腳踏自行車-慢車
109年11月23日 04時00分00秒,新竹縣尖石鄉玉峰村3鄰李埔產業道路4.5K處,1,自用-小客車
