發生時間,發生地點,死亡人數,車種
110年07月08日 09時15分13秒,桃園市楊梅區台1線 51公里990.0公尺處南側向內側,1,普通重型-機車;自用-小客車
110年07月08日 16時40分00秒,新竹縣竹北市鳳岡路2段口 / 新竹縣竹北市鳳岡路2段口,1,自用-大貨車;普通重型-機車
110年07月08日 17時27分00秒,屏東縣南州鄉七塊村七塊路6號前0.0公尺附近,1,普通重型-機車
110年07月08日 19時26分00秒,臺東縣關山鎮台9線 320公里900.0公尺處北側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月09日 10時00分30秒,屏東縣佳冬鄉中山路南側 / 屏東縣佳冬鄉大同路西側,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月09日 21時04分00秒,臺北市士林區延平北路6段 / 臺北市士林區通河西街2段,1,計程車-小客車;普通重型-機車
110年07月10日 06時58分00秒,桃園市中壢區環西路2段101號前0.0公尺附近,1,普通重型-機車
110年07月10日 15時53分00秒,桃園市桃園區三民路二段口 / 桃園市桃園區中央街口,1,普通重型-機車;自用-小客車
110年07月10日 17時08分22秒,雲林縣崙背鄉南陽村武昌巷路燈電桿211369號前,1,自用-小客車;普通重型-機車
110年07月10日 19時25分00秒,彰化縣埔心鄉義民村員鹿路2段67號前0.0公尺前,1,自用-小客車;普通重型-機車
110年07月10日 21時21分00秒,臺南市後壁區長短樹里南85線與後廓外環道口,1,普通輕型-機車;自用-小客車
110年07月11日 09時04分00秒,桃園市龜山區文化一路41號前0.0公尺附近,1,電動自行車-慢車;營業用-曳引車;乘客-人
110年07月11日 12時10分00秒,雲林縣四湖鄉湖寮村下寮產業道路,1,自用-小客車;普通重型-機車
110年07月11日 12時37分12秒,宜蘭縣宜蘭市慈航路口 / 宜蘭縣宜蘭市雪峰路口,1,自用-小客車;普通重型-機車;乘客-人
110年07月11日 13時37分00秒,彰化縣彰化市富貴里中正路2段 / 彰化縣彰化市富貴里中華路,1,普通重型-機車;自用-小客車
110年07月12日 07時22分00秒,彰化縣彰化市國聖里國聖路175弄前0.0公尺,1,自用-小客車;普通重型-機車
110年07月12日 08時30分00秒,臺中市后里區公館里安眉路 / 臺中市后里區公館里福安路,1,普通重型-機車;營業用-小貨車(含客、貨兩用)
110年07月12日 14時33分00秒,新北市板橋區新北市板橋區堤外機車專用道路2K+500,1,普通重型-機車
110年07月12日 21時24分00秒,新北市五股區新北市五股區臺64線道路五股二匝道往五股方向轉彎處,1,營業用-曳引車
110年07月13日 06時37分00秒,屏東縣新埤鄉新埤村萬興路185號附近,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
110年07月13日 08時08分00秒,屏東縣屏東市自由路與口 / 屏東縣屏東市迪化一街口口,1,電動自行車-慢車;自用-小客車;自用-小客車
110年07月13日 08時15分00秒,嘉義縣大埔鄉和平村台3線335公里處,1,大型重型1(550C.C.以上)-機車;拼裝車-其他車
110年07月13日 08時32分00秒,臺中市大雅區西寶里昌平路四段515號前0.0公尺,1,自用-小客車;普通重型-機車
110年07月13日 09時09分00秒,嘉義縣大林鎮西林里民生路與中正路路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月13日 16時42分20秒,宜蘭縣冬山鄉冬山路2段西側 / 宜蘭縣冬山鄉大安路南側,1,普通重型-機車;自用-小客車
110年07月13日 19時18分17秒,臺南市白河區南90 8公里700.0公尺處,1,自用-小客車;行人-人
110年07月13日 19時25分14秒,新竹縣竹東鎮長春路3段261號前0.0公尺,1,行人-人;普通重型-機車;自用-小客車
110年07月13日 19時30分00秒,桃園市中壢區圓光路2段口 / 桃園市中壢區大莊路口,1,自用-小客車;普通重型-機車
110年07月14日 05時57分00秒,雲林縣虎尾鎮西屯里大屯334號前,1,普通重型-機車;腳踏自行車-慢車;乘客-人
110年07月14日 10時43分00秒,新北市八里區新北市八里區臺64線道路與臺64線道路八里匝道往中華路,1,營業用-曳引車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);營業用-曳引車;自用-小貨車(含客、貨兩用);租賃車-小客車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車
110年07月14日 16時02分58秒,南投縣草屯鎮北投里北投路159號前,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月14日 20時29分00秒,高雄市大寮區鳳林二路 / 高雄市大寮區新厝路,1,自用-小客車;普通重型-機車;乘客-人;乘客-人
110年07月15日 07時45分00秒,臺中市大里區健民里仁化工三路 / 臺中市大里區健民里仁化工一路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月16日 06時33分00秒,高雄市橋頭區成功南路新莊1912路燈號前0.0公尺,1,普通重型-機車;普通輕型-機車
110年07月16日 08時40分00秒,屏東縣九如鄉台3線427.5公里與堤防路口,1,普通重型-機車;自用-小貨車(含客、貨兩用);乘客-人
110年07月16日 09時20分00秒,臺東縣卑南鄉台9線 345公里600.0公尺處,1,自用-小客車;自用-大貨車
110年07月16日 10時38分00秒,新北市貢寮區新北市貢寮區臺2線道路112.3公里處,1,普通重型-機車;自用-大貨車
110年07月16日 13時13分00秒,臺中市霧峰區四德里四德路474-2號前0.0公尺,1,自用-小客車;民營公車-大客車
110年07月16日 22時52分00秒,彰化縣埤頭鄉國道1號 218公里北側向中線,1,自用-小客車;自用-小客車;乘客-人
110年07月17日 10時40分17秒,花蓮縣瑞穗鄉瑞祥村温泉路2段東側 / 花蓮縣瑞穗鄉瑞祥村北六路口,1,自用-小貨車(含客、貨兩用);民營客運-大客車;乘客-人
110年07月18日 06時10分00秒,桃園市平鎮區南平路2段46號前0.0公尺,1,普通重型-機車
110年07月18日 06時17分00秒,新北市淡水區新北市淡水區中正東路2段179號之往台北對面,1,普通重型-機車;乘客-人
110年07月18日 11時18分00秒,臺中市沙鹿區居仁里臺灣大道七段957號前0.0公尺,1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車
110年07月18日 13時32分00秒,新北市新莊區思源路 / 新北市新莊區中原路,1,自用-小客車;大型重型1(550C.C.以上)-機車
110年07月18日 19時23分00秒,嘉義縣太保市東勢里產業道路(燈桿安東15東分2附近),1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月19日 07時35分00秒,桃園市龍潭區中正路三坑段附近 / 桃園市龍潭區永福路口,1,自用-小貨車(含客、貨兩用);行人-人
110年07月19日 08時12分39秒,臺東縣池上鄉福文村東3線與文田路路口,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月19日 16時13分00秒,臺南市新化區護國里中山路96號前0.0公尺,1,普通重型-機車;營業用-大貨車
110年07月19日 17時04分00秒,桃園市平鎮區復旦路二段口 / 桃園市平鎮區廣泰路口,1,普通重型-機車;普通重型-機車
110年07月20日 00時04分00秒,高雄市橋頭區國道1號 352公里700.0公尺處南側向內側,1,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人;乘客-人
110年07月20日 08時59分00秒,花蓮縣玉里鎮長良143號前,1,普通重型-機車;自用-小客車
110年07月20日 21時05分00秒,新竹市香山區中華路六段460巷,1,自用-小客車;行人-人
110年07月20日 23時08分00秒,臺中市北屯區東山里東山路一段 / 臺中市北屯區東山里祥順路二段,1,普通重型-機車;自用-小客車;乘客-人
110年07月21日 06時15分00秒,嘉義市東區民族里吳鳳北路 / 嘉義市東區民族里光華路,1,普通重型-機車;普通重型-機車
110年07月21日 11時35分00秒,桃園市中壢區忠義路49號前0.0公尺,1,普通重型-機車;普通重型-機車;普通重型-機車
110年07月21日 16時33分00秒,新竹縣橫山鄉中豐路三段66號,1,行人-人;自用-大貨車
110年07月21日 17時20分00秒,彰化縣二林鎮西斗里斗苑路2段806號前0.0公尺前,1,普通重型-機車;自用-小客車
110年07月21日 18時35分38秒,苗栗縣通霄鎮坪頂里苗37線6公里處,1,自用-小客車
110年07月21日 20時58分59秒,花蓮縣吉安鄉東里十一街64號前0.0公尺,1,行人-人;計程車-小客車
110年07月22日 06時42分28秒,臺東縣臺東市中華路口 / 臺東縣臺東市復興路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
110年07月22日 08時23分04秒,屏東縣萬丹鄉田厝村惠崙路口 / 屏東縣萬丹鄉田厝村惠崙路口,1,普通重型-機車;普通重型-機車
110年07月22日 10時50分00秒,新北市三重區國道路1段135號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月22日 11時17分06秒,苗栗縣通霄鎮國道3號 141公里400.0公尺處南側向內側,1,自用-小客車;營業用-大貨車;乘客-人
110年07月22日 15時20分28秒,宜蘭縣蘇澳鎮蘇濱路3段176號前8.0公尺附近,1,行人-人;營業用-曳引車
110年07月23日 02時01分00秒,高雄市路竹區高11鄉道社東550燈桿號前0.0公尺,1,普通重型-機車
110年07月23日 10時30分00秒,桃園市新屋區東明里中山西路1段438號前0.0公尺附近,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月23日 11時23分00秒,彰化縣大城鄉公館村東平路前0.0公尺,1,營業用-曳引車;普通重型-機車
110年07月23日 18時16分00秒,新北市石門區新北市石門區台2線道路與阿里荖15號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月24日 05時45分00秒,高雄市仁武區高楠公路28號前0.0公尺,1,普通重型-機車
110年07月24日 09時16分00秒,臺南市後壁區嘉苳里省道臺1線口 / 臺南市後壁區嘉苳里區道南80線口,1,普通重型-機車;自用-小客車
110年07月24日 18時59分00秒,苗栗縣後龍鎮台61線98.3公里處北向側車道,1,普通重型-機車
110年07月24日 20時22分00秒,彰化縣大村鄉福興村東美路前0.0公尺,1,普通重型-機車
110年07月25日 00時49分00秒,雲林縣麥寮鄉麥寮鄉崙後村沙崙後8-10號旁路口,1,大型重型1(550C.C.以上)-機車
110年07月25日 04時34分06秒,屏東縣屏東市公園路口 / 屏東縣屏東市民權路口,1,行人-人;自用-小客車
110年07月25日 18時19分05秒,嘉義縣義竹鄉溪洲村村里道路(鳳山宮牌樓前),1,自用-小貨車(含客、貨兩用)
110年07月25日 18時48分00秒,臺東縣長濱鄉台11線 92公里100.0公尺處附近,1,普通重型-機車
110年07月26日 07時44分00秒,桃園市大溪區康莊路5段403巷前0.0公尺口,1,自用-小客車
110年07月26日 13時19分00秒,新北市永和區新北市永和區福和橋道路往台北市方向,1,普通重型-機車;營業用-曳引車;乘客-人
110年07月26日 16時29分00秒,臺中市西區雙龍里英才路 / 臺中市西區雙龍里模範街,1,普通輕型-機車;自用-小客車
110年07月26日 18時13分05秒,桃園市中壢區環西路2段101號前0.0公尺附近,1,普通重型-機車
110年07月26日 21時10分00秒,嘉義縣鹿草鄉西井村167線7公里700公尺處,1,普通重型-機車
110年07月27日 16時20分00秒,屏東縣新園鄉仙吉村仙吉路291號前0.0公尺,1,普通重型-機車;普通重型-機車;乘客-人
110年07月27日 17時37分56秒,桃園市八德區國道2號 19公里900.0公尺處西側向外側,1,營業用-半聯結車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人;乘客-人
110年07月28日 01時01分00秒,屏東縣枋山鄉加祿路枋山-枋寮線108-13號電桿前,1,普通重型-機車
110年07月28日 06時55分00秒,臺中市北屯區東山里東山路二段前0.0公尺,1,普通重型-機車
110年07月28日 07時47分00秒,臺中市清水區國道4號 2公里800.0公尺處西側向交流道,1,自用-小客車
110年07月28日 07時50分24秒,臺東縣太麻里鄉台九線400.65K南下車道,2,自用-小客車;營業用-大貨車;乘客-人;乘客-人
110年07月28日 09時02分00秒,高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,1,自用-小客車;大型重型2(250-550C.C.)-機車
110年07月28日 11時36分00秒,新北市新莊區中環路1段 / 新北市新莊區景德路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月28日 20時47分00秒,屏東縣竹田鄉信實路177號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年07月29日 07時40分00秒,臺南市永康區鹽水溪河堤道路西往東鹽洲里323號路燈附近,1,普通重型-機車;普通重型-機車
110年07月29日 16時20分07秒,屏東縣萬丹鄉廣安村萬丹路2段口 / 屏東縣萬丹鄉廣安村萬丹路2段口,1,普通重型-機車;自用-小客車
110年07月30日 07時43分00秒,桃園市大園區大觀路口 / 桃園市大園區大觀路,1,自用-小客車;大型重型2(250-550C.C.)-機車
110年07月30日 08時12分57秒,南投縣草屯鎮中山里草溪路791號,1,普通重型-機車
110年07月30日 09時04分00秒,桃園市龜山區文化一路口 / 桃園市龜山區文德路口,2,自用-小客車;普通重型-機車;乘客-人
110年07月31日 01時34分00秒,新北市土城區金城路3段 / 新北市土城區延和路,1,普通重型-機車
110年07月31日 01時36分00秒,臺北市信義區基隆路2段131-4號前0.0公尺,1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車
110年07月31日 07時01分00秒,臺中市梧棲區草湳里港埠路一段547號前0.0公尺,1,普通重型-機車;自用-小客車
110年07月31日 09時10分00秒,臺東縣臺東市台11線 174公里200.0公尺處,1,自用-小客車;乘客-人;乘客-人;乘客-人
110年07月31日 15時09分00秒,雲林縣四湖鄉鹿場村下鹿場路139號前0.0公尺,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年07月31日 16時41分00秒,基隆市暖暖區基隆市暖暖區八堵路189-5號之5八堵加油站對面,1,普通重型-機車
110年07月31日 18時00分00秒,臺中市南區永和里高工路391號前0.0公尺,1,自用-小客車;普通重型-機車
110年08月02日 11時14分49秒,臺南市鹽水區汫水里南77線1公里處,1,自用-小客車;腳踏自行車-慢車
110年08月02日 12時34分00秒,屏東縣萬丹鄉台88線 16.3公里50.0公尺處附近向交流道,1,自用-小客車
110年08月02日 19時20分00秒,臺東縣鹿野鄉台9線 332公里500.0公尺處,1,營業用-大貨車;自用-大貨車;乘客-人;乘客-人
110年08月03日 10時14分05秒,花蓮縣豐濱鄉台11線 32公里700.0公尺處附近向內側,1,營業用-曳引車;自用-小貨車(含客、貨兩用);乘客-人
110年08月03日 11時53分00秒,彰化縣二林鎮萬合里江山巷前0.0公尺,1,普通重型-機車
110年08月03日 16時35分00秒,花蓮縣吉安鄉縣193線 20公里900.0公尺處北側,1,營業用-曳引車;普通重型-機車
110年08月03日 17時34分00秒,新北市樹林區三龍街 / 新北市樹林區俊興街,1,自用-小貨車(含客、貨兩用);行人-人
110年08月03日 19時04分00秒,臺北市內湖區潭美街 / 臺北市內湖區無名巷,1,自用-小客車;行人-人
110年08月04日 10時55分00秒,臺南市佳里區文化路25號,1,自用-小客車;行人-人;自用-小客車
110年08月04日 17時59分39秒,花蓮縣豐濱鄉台11線 39公里500.0公尺處,1,營業用-小貨車(含客、貨兩用);乘客-人;乘客-人
110年08月05日 04時29分00秒,桃園市中壢區國道1號 59公里500.0公尺處北側向外側,1,自用-小客車;自用-小客車;營業用-全聯結車;乘客-人
110年08月05日 09時33分33秒,桃園市楊梅區中山北路二段口 / 桃園市楊梅區梅獅路一段,1,營業用-全聯結車;普通重型-機車
110年08月05日 11時13分00秒,高雄市燕巢區中民路 / 高雄市燕巢區中西路,1,營業用-大貨車;普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月05日 13時08分00秒,彰化縣鹿港鎮溝墘里溝墘巷87之26號前0.0公尺,1,動力機械-其他車;普通重型-機車;自用-小客車;自用-大貨車
110年08月05日 15時12分00秒,臺北市北投區中央北路4段601巷7號前0.0公尺,1,腳踏自行車-慢車
110年08月05日 18時43分00秒,桃園市桃園區大興西路1段口 / 桃園市桃園區新埔六街口,1,普通重型-機車;自用-小客車
110年08月05日 21時03分42秒,苗栗縣苑裡鎮海線 167.0公里453.0公尺,1,行人-人;火車-其他車
110年08月05日 22時08分00秒,新竹縣新埔鎮中正路與中正一街口,1,行人-人;自用-小客車
110年08月06日 10時20分00秒,基隆市安樂區基金一路110-62號前0.0公尺,1,普通重型-機車;營業用-曳引車
110年08月06日 20時46分00秒,新竹縣新豐鄉建興路1段198-39號前0.0公尺附近,1,自用-小客車;遊覽車-大客車;普通重型-機車
110年08月06日 23時10分00秒,雲林縣崙背鄉舊庄村154縣道頂厝枝1號電桿前,1,普通重型-機車;普通重型-機車;自用-小客車
110年08月07日 02時00分21秒,桃園市龜山區長壽路口 / 桃園市龜山區光峰路口,1,普通重型-機車;普通重型-機車
110年08月07日 07時47分00秒,新北市五股區中興路3段168號前0.0公尺,1,普通重型-機車;普通重型-機車;營業用-曳引車
110年08月07日 09時40分06秒,南投縣仁愛鄉台14甲線 7公里400.0公尺處附近,1,行人-人;自用-小客車
110年08月07日 13時34分05秒,苗栗縣造橋鄉國道3號 121公里100.0公尺處北側向中外,2,自用-小客車;自用-小貨車(含客、貨兩用);其他人-人;其他人-人
110年08月07日 19時38分00秒,彰化縣埤頭鄉永豊村斗苑西路前0.0公尺,1,自用-小客車;腳踏自行車-慢車
110年08月07日 20時53分00秒,桃園市八德區新興路924號前0.0公尺,1,普通重型-機車
110年08月07日 22時25分00秒,臺中市太平區新高里環中東路三段 / 臺中市太平區新高里育才路,1,自用-小客車;普通重型-機車
110年08月07日 22時29分00秒,臺北市大同區重慶北路3段76號前0.0公尺,1,自用-小客車;行人-人
110年08月07日 23時00分15秒,新北市土城區國道3號 40公里500.0公尺處南側向內側,1,自用-小客車;自用-小客車;自用-小客車;自用-小客車;自用-小客車;乘客-人
110年08月08日 14時58分00秒,臺北市中正區中華路1段 / 臺北市中正區長沙街1段,1,普通重型-機車
110年08月08日 17時30分00秒,嘉義縣中埔鄉富收村嘉139線5.8公里處,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月08日 19時33分00秒,桃園市平鎮區中豐路口 / 桃園市平鎮區中豐路口,1,自用-小客車;普通重型-機車;普通重型-機車;自用-小客車;乘客-人
110年08月08日 19時55分00秒,新北市樹林區新北市樹林區中山路2段72號對面,1,普通重型-機車;行人-人;乘客-人
110年08月08日 22時27分00秒,臺東縣臺東市中興路1段口 / 臺東縣臺東市泰安街口,1,自用-小客車;自用-小客車;乘客-人;乘客-人;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車
110年08月09日 05時34分00秒,南投縣埔里鎮中山路四段2之5號對面,1,營業用-曳引車;普通重型-機車
110年08月09日 09時18分00秒,桃園市中壢區中豐路129號前0.0公尺,1,行人-人;營業用-曳引車;行人-人
110年08月09日 09時31分00秒,高雄市楠梓區鳳楠路 / 高雄市楠梓區楠興東路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年08月09日 14時11分00秒,屏東縣新埤鄉臺一線與中興路口,1,自用-小客車;自用-小客車;乘客-人;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);普通重型-機車
110年08月09日 17時10分00秒,新北市新莊區新北市新莊區重新堤外道路與重新堤外道路10K+100往樹林方向,1,普通重型-機車;自用-大貨車
110年08月09日 17時32分00秒,高雄市三民區中華二路 / 高雄市三民區熱河二街,1,自用-小客車;普通重型-機車
110年08月10日 00時33分00秒,臺南市佳里區縣176線 12公里750.0公尺處西側,1,普通重型-機車;自用-小客車;自用-小客車;自用-小客車
110年08月10日 04時45分00秒,臺北市中正區汀州路3段25號前0.0公尺,1,行人-人;自用-小客車
110年08月10日 05時45分00秒,宜蘭縣冬山鄉梅林路前0.0公尺,1,自用-小貨車(含客、貨兩用);乘客-人
110年08月10日 08時02分00秒,高雄市田寮區外安 / 高雄市田寮區外安,1,普通重型-機車
110年08月10日 08時48分00秒,新竹縣新豐鄉康樂路1段306巷前0.0公尺附近,1,普通重型-機車;營業用-曳引車;自用-小客車
110年08月10日 12時44分00秒,彰化縣田中鎮中路里文中街 / 彰化縣田中鎮中路里文中一街,1,普通重型-機車;計程車-小客車
110年08月10日 14時56分00秒,彰化縣芬園鄉縣庄村彰南路2段526號前0.0公尺,1,自用-小貨車(含客、貨兩用)
110年08月11日 05時20分00秒,新北市土城區金城路2段 / 新北市土城區裕民路,1,普通重型-機車;行人-人
110年08月11日 06時12分00秒,臺中市北屯區同榮里台74線前0.0公尺,1,計程車-小客車
110年08月11日 09時40分00秒,高雄市小港區鳳林路東側 / 高雄市小港區鳳北路,1,普通重型-機車;營業用-半聯結車
110年08月11日 17時57分00秒,屏東縣九如鄉九如路二段79號,1,普通重型-機車;營業用-曳引車;自用-小貨車(含客、貨兩用);自用-小客車
110年08月12日 01時30分58秒,苗栗縣後龍鎮復興里新港三路1220號,1,普通重型-機車
110年08月12日 14時29分00秒,臺南市東區崇德路口 / 臺南市東區崇德一街口,1,普通重型-機車;自用-小客車;普通重型-機車
110年08月12日 17時20分00秒,臺中市西屯區西墩里環中路二段 / 臺中市西屯區西墩里福科路,1,自用-小客車;普通重型-機車;乘客-人
110年08月12日 17時52分00秒,臺南市新市區大營里大營前0.0公尺,1,自用-小客車;普通重型-機車
110年08月13日 06時52分00秒,高雄市鳳山區五甲三路 / 高雄市鳳山區五福二路,1,普通重型-機車;民營公車-大客車
110年08月13日 08時31分07秒,雲林縣褒忠鄉台19線 51公里北側向機、慢車道,1,自用-大貨車;普通重型-機車
110年08月13日 11時00分00秒,嘉義市西區湖內里健康三路 / 嘉義市西區湖內里湖美十路,1,電動自行車-慢車;營業用-大貨車
110年08月14日 04時40分00秒,臺南市玉井區台3線 374公里900.0公尺處向外側,1,自用-小貨車(含客、貨兩用);農耕用車(或機械)-其他車
110年08月14日 06時37分00秒,臺東縣臺東市台11線 160公里北側,1,大型重型1(550C.C.以上)-機車
110年08月14日 14時39分20秒,桃園市八德區中山一路101號前0.0公尺,1,普通重型-機車;自用-小客車
110年08月14日 22時03分00秒,彰化縣員林市三和里浮圳路2段177號前0.0公尺前,1,普通重型-機車;行人-人
110年08月15日 05時36分00秒,屏東縣車城鄉中山與田中路口(台26線15.7K),1,自用-小客車;乘客-人
110年08月15日 06時46分00秒,新北市板橋區新北市板橋區海山路與民族路219巷口,1,腳踏自行車-慢車;自用-小貨車(含客、貨兩用)
110年08月15日 08時10分00秒,高雄市三民區九如二路 / 高雄市三民區重慶街,1,普通輕型-機車;自用-小貨車(含客、貨兩用)
110年08月15日 11時23分50秒,桃園市中壢區中央東路口 / 桃園市中壢區建國路口,1,自用-小貨車(含客、貨兩用);行人-人
110年08月16日 11時20分00秒,彰化縣溪州鄉三條村三西路 / 彰化縣溪州鄉三條村俊智路1巷,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年08月16日 12時12分00秒,桃園市桃園區同德二街82號前0.0公尺,1,自用-小客車;普通重型-機車;自用-小客車;自用-小客車
110年08月17日 06時40分00秒,臺南市後壁區後壁區長短樹里一般道路營竹高幹100號電桿前,1,普通重型-機車
110年08月17日 10時18分00秒,臺北市萬華區中華路1段 / 臺北市萬華區武昌街2段,1,自用-小貨車(含客、貨兩用);行人-人
110年08月17日 14時36分00秒,屏東縣恆春鎮墾丁路626號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月17日 18時58分00秒,桃園市龜山區振興路電桿0801530號前,1,普通重型-機車;營業用-曳引車
110年08月18日 09時46分00秒,臺中市北屯區仁和里松竹路三段 / 臺中市北屯區仁和里陳平路,1,自用-小客車;普通重型-機車;乘客-人
110年08月18日 13時20分00秒,臺南市西港區金砂里南44-1線公路1.8公里處,1,普通重型-機車
110年08月18日 16時55分00秒,花蓮縣吉安鄉台9丙線 9公里500.0公尺處南側,1,自用-小客車;普通重型-機車
110年08月18日 17時27分00秒,臺南市永康區中山北路口 / 臺南市永康區永科王田大道口,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年08月18日 18時12分00秒,桃園市蘆竹區南竹路2段口 / 桃園市蘆竹區蘆興南路口,1,自用-小客車;普通重型-機車
110年08月19日 00時24分00秒,高雄市林園區沿海路2段 / 高雄市林園區林園南路,1,普通重型-機車;自用-小客車;乘客-人
110年08月19日 11時30分00秒,臺北市信義區吳興街 / 臺北市信義區吳興街,1,普通重型-機車;行人-人
110年08月19日 22時03分00秒,雲林縣斗南鎮國道1號 243公里300.0公尺處南側向外側,2,營業用-大貨車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);乘客-人;乘客-人;乘客-人
110年08月20日 04時18分00秒,臺中市豐原區東湳里國豐路二段 / 臺中市豐原區東湳里三豐路二段,1,自用-小客車;行人-人
110年08月20日 06時08分00秒,臺中市北屯區和平里東山路一段394號前0.0公尺,1,行人-人;自用-小貨車(含客、貨兩用)
110年08月20日 07時22分14秒,宜蘭縣壯圍鄉壯濱路3段548號前0.0公尺附近,1,自用-小客車;普通重型-機車
110年08月20日 08時30分00秒,高雄市湖內區中山路 / 高雄市湖內區民生街,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年08月20日 08時58分58秒,臺南市安南區海佃路1段東側 / 臺南市安南區海佃路1段南側,1,自用-小客車;普通重型-機車
110年08月20日 19時32分00秒,桃園市大園區新生路66號前0.0公尺,1,普通重型-機車;行人-人
110年08月20日 20時48分00秒,桃園市大園區台61線34K北上側車道旁平面道路,1,自用-小客車;普通重型-機車
110年08月20日 23時45分00秒,臺中市太平區新城里育才路 / 臺中市太平區新城里樹孝路,1,普通重型-機車;自用-小客車;電動自行車-慢車;自用-大貨車
110年08月21日 16時00分00秒,雲林縣大埤鄉延平路3段南側 / 雲林縣大埤鄉嘉興東路西側,1,自用-小客車;普通重型-機車
110年08月21日 18時58分00秒,彰化縣埔心鄉埤脚村柳橋東路3段 / 彰化縣埔心鄉埤脚村大溪路2段,1,租賃車-小客車;普通重型-機車
110年08月23日 09時52分00秒,彰化縣社頭鄉社頭村中山路2段 / 彰化縣社頭鄉社頭村員集路2段,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月23日 14時49分00秒,高雄市路竹區環球路 / 高雄市路竹區新生路,1,普通重型-機車;自用-曳引車
110年08月23日 15時19分00秒,彰化縣芳苑鄉漢寶村復興路 / 彰化縣芳苑鄉漢寶村漢崙路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年08月23日 16時15分00秒,彰化縣芬園鄉舊社村大彰路5段588號前0.0公尺南側,1,普通重型-機車
110年08月23日 17時02分00秒,新北市新莊區新北市新莊區壽山路264589號燈桿處,1,普通重型-機車;乘客-人
110年08月23日 20時26分00秒,新竹市東區中華路一段口 / 新竹市東區太原路,1,普通重型-機車;普通重型-機車
110年08月24日 10時11分18秒,臺南市左鎮區台20線 27公里800.0公尺處南側向中外,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月24日 12時27分03秒,苗栗縣造橋鄉龍昇村8鄰潭內19之4號前(台1線106公里處附近),1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車
110年08月24日 13時32分28秒,屏東縣東港鎮興農路57之7號,1,普通重型-機車
110年08月24日 14時35分00秒,臺東縣卑南鄉東46 3.2公里,1,自用-大貨車
110年08月24日 16時24分14秒,花蓮縣吉安鄉南海六街口 / 花蓮縣吉安鄉無名路口,1,普通重型-機車;計程車-小客車
110年08月25日 07時34分20秒,苗栗縣竹南鎮大厝里全天路口 / 苗栗縣竹南鎮大厝里全天路口,1,普通重型-機車;普通重型-機車
110年08月25日 08時44分00秒,嘉義縣中埔鄉金蘭村台18線22.5公里處三岔路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年08月25日 09時20分00秒,彰化縣溪湖鎮河東里二溪路2段618號前0.0公尺前,1,電動自行車-慢車;自用-小客車
110年08月25日 09時45分00秒,臺北市文山區老泉街前0.0公尺,1,普通重型-機車
110年08月25日 18時09分07秒,花蓮縣吉安鄉南濱路1段27號前0.0公尺,1,行人-人;營業用-曳引車
110年08月25日 19時31分00秒,屏東縣九如鄉九如路二段和信義街口,1,自用-小貨車(含客、貨兩用);行人-人
