發生時間,發生地點,死亡人數,車種
110年03月16日 10時55分00秒,臺南市東山區聖賢里區道南314線附近 / 臺南市東山區聖賢里區道南102線附近,1,普通重型-機車
110年03月16日 11時13分00秒,高雄市岡山區鵬程路 / 高雄市岡山區鵬程西街,1,自用-小客車;普通重型-機車
110年03月16日 16時19分50秒,宜蘭縣蘇澳鎮台9線 114公里700.0公尺處北側,69,遊覽車-大客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
110年03月16日 17時35分00秒,高雄市美濃區清水街 / 高雄市美濃區八德街,1,自用-小客車;普通重型-機車
110年03月16日 17時37分15秒,臺南市麻豆區井東里安業113號前路口,1,自用-小貨車(含客、貨兩用);行人-人
110年03月16日 19時06分07秒,宜蘭縣三星鄉尚貴路一段219號 往東80公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年03月17日 05時28分00秒,屏東縣長治鄉中興路與光華巷口前,1,營業用-小貨車(含客、貨兩用);行人-人
110年03月17日 08時21分00秒,彰化縣福興鄉大崙村大崙街13-23號前20.0公尺北側,1,自用-大貨車;腳踏自行車-慢車
110年03月17日 09時49分00秒,臺中市烏日區光明里五光路復光三巷157號前0.0公尺,1,動力機械-其他車;普通重型-機車;營業用-大貨車
110年03月17日 11時34分00秒,雲林縣虎尾鎮墾地里學府二路與科園路口,1,普通重型-機車;自用-小客車
110年03月17日 18時27分27秒,苗栗縣獅潭鄉台3線 110公里800.0公尺處北側向內側,1,自用-小客車;行人-人
110年03月17日 19時26分00秒,彰化縣埔心鄉舊舘村中正路2段155號前0.0公尺前,1,電動自行車-慢車;自用-小貨車(含客、貨兩用);乘客-人
110年03月17日 20時38分28秒,雲林縣口湖鄉台子村台興路,1,普通重型-機車
110年03月18日 03時57分00秒,臺中市南區崇倫里三民西路 / 臺中市南區崇倫里東興路,1,自用-小客車;營業用-小貨車(含客、貨兩用);乘客-人
110年03月18日 11時19分00秒,新北市新店區新北市新店區安業街與安利街旁,1,普通重型-機車;普通重型-機車
110年03月18日 11時56分00秒,嘉義縣水上鄉粗溪村台1線274公里100公尺處北向車道,2,自用-小客車;自用-小客車;自用-小客車;普通重型-機車;普通重型-機車;乘客-人;乘客-人
110年03月18日 21時11分00秒,新北市新莊區新北市新莊區新北大道7段與壽山路,1,大型重型1(550C.C.以上)-機車;自用-小客車
110年03月19日 07時32分00秒,苗栗縣苗栗市文發路、文發路255巷口,1,自用-小客車;行人-人
110年03月19日 08時33分00秒,高雄市大樹區興田路興田0205燈桿號前0.0公尺,1,自用-小客車;行人-人
110年03月19日 12時30分00秒,嘉義縣番路鄉草山村台三線313公里500公尺處,1,普通重型-機車;普通重型-機車;乘客-人
110年03月19日 15時03分00秒,新北市樹林區新北市樹林區柑園街2段175巷與佳園路3段68巷,1,腳踏自行車-慢車;自用-小客車
110年03月19日 16時42分00秒,宜蘭縣蘇澳鎮中山路2段口 / 宜蘭縣蘇澳鎮中山路2段口,1,大型重型2(250-550C.C.)-機車
110年03月19日 16時46分00秒,高雄市大社區光華路 / 高雄市大社區保舍甲路,1,普通重型-機車;普通重型-機車
110年03月20日 05時40分12秒,苗栗縣後龍鎮台6線 500.0公尺處西側,1,行人-人;自用-小客車;乘客-人
110年03月20日 11時14分00秒,臺中市北區育德里中清路 / 臺中市北區育德里育德路,1,自用-小客車;普通重型-機車
110年03月20日 11時42分00秒,桃園市新屋區下埔里文化路三段南下車道50.8K附近(永安所;Q110030367),1,電動自行車-慢車;自用-小客車
110年03月20日 14時03分00秒,臺中市梧棲區北上153K處,3,營業用-大貨車;自用-小客車;乘客-人;乘客-人
110年03月20日 14時48分22秒,桃園市八德區長興路350-5號前0.0公尺,1,營業用-小貨車(含客、貨兩用);普通重型-機車
110年03月20日 23時46分08秒,臺南市安南區台江大道二段(近工明五路口),1,自用-小客車
110年03月21日 03時55分00秒,高雄市仁武區高楠公路62號前0.0公尺,1,普通重型-機車
110年03月21日 06時05分00秒,嘉義縣中埔鄉金蘭村金蘭24-3號,1,自用-小貨車(含客、貨兩用);電動自行車-慢車
110年03月21日 16時50分01秒,屏東縣新園鄉興安路5號前,1,普通重型-機車
110年03月21日 21時32分00秒,新北市五股區新北市五股區新五路2段與蓬萊路,1,遊覽車-大客車;普通重型-機車
110年03月23日 06時50分00秒,臺北市信義區松山路 / 臺北市信義區福德街,1,民營公車-大客車;行人-人
110年03月23日 15時02分32秒,苗栗縣卓蘭鎮中正路145號前0.0公尺,1,自用-大貨車;腳踏自行車-慢車
110年03月23日 16時50分12秒,臺南市安南區長和路1段1巷(台電大豐高幹108-1電桿)前,1,普通重型-機車;自用-大貨車
110年03月23日 17時39分14秒,嘉義縣太保市新埤里台18線與嘉49線路口,1,自用-大貨車;自用-小客車
110年03月23日 22時42分00秒,臺北市大同區鄭州路 / 臺北市大同區西寧北路,1,自用-小客車;普通重型-機車
110年03月23日 23時07分00秒,新竹縣湖口鄉新興路560之2號前0.0公尺附近,1,自用-小客車;普通重型-機車;自用-小貨車(含客、貨兩用)
110年03月24日 18時00分00秒,高雄市大寮區鳳林一路 / 高雄市大寮區無名路,1,營業用-半聯結車;普通重型-機車
110年03月25日 04時00分00秒,高雄市三民區國道1號 364公里800.0公尺處南側向外側,1,自用-小客車;自用-小客車
110年03月25日 05時38分00秒,臺中市霧峰區四德里四德北路63號前0.0公尺,1,自用-小貨車(含客、貨兩用);腳踏自行車-慢車
110年03月25日 16時40分00秒,彰化縣溪湖鎮番婆里彰水路2段463號前0.0公尺,1,自用-小貨車(含客、貨兩用);其他人-人
110年03月25日 19時39分00秒,雲林縣虎尾鎮惠來里145乙與產業道路口,1,營業用-曳引車;普通重型-機車
110年03月26日 06時00分00秒,新北市鶯歌區新北市鶯歌區福德一路1號旁,1,自用-曳引車;普通重型-機車
110年03月26日 07時38分00秒,高雄市岡山區介壽西路 / 高雄市岡山區頂潭路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年03月26日 08時39分36秒,屏東縣萬丹鄉萬生村大學路103號前0.0公尺,1,營業用-曳引車;普通重型-機車
110年03月26日 20時55分00秒,臺南市左鎮區榮和里菜寮97號旁產業道路口,1,普通重型-機車
110年03月26日 21時50分00秒,苗栗縣公館鄉五谷村五谷128-5號前水溝,1,普通重型-機車
110年03月26日 22時50分13秒,臺南市安定區港南里國道8號側車道港口1-26號前0.0公尺,1,自用-小客車;乘客-人
110年03月26日 23時48分00秒,高雄市大寮區興隆路 / 高雄市大寮區東隆街,1,自用-小客車;普通重型-機車
110年03月27日 02時33分00秒,臺南市永康區中正北路與龍橋街口,1,普通重型-機車;自用-小客車
110年03月27日 07時30分00秒,高雄市美濃區復興街1段411巷中壇238電桿號前0.0公尺,1,普通重型-機車
110年03月27日 11時18分00秒,臺中市南區南和里工學路40號前0.0公尺,1,自用-小貨車(含客、貨兩用);人力車-慢車;自用-小客車
110年03月27日 15時41分43秒,苗栗縣苑裡鎮山柑里山柑2-1號旁二姐檳榔攤前,1,普通重型-機車;普通重型-機車
110年03月27日 16時18分24秒,嘉義縣大林鎮排路里162線與早知路路口,1,自用-大貨車;普通重型-機車;乘客-人
110年03月27日 16時55分00秒,彰化縣埤頭鄉豊崙村彰水路4段 / 彰化縣埤頭鄉豊崙村彰水路4段,1,普通重型-機車;自用-小客車
110年03月27日 20時52分00秒,高雄市大寮區鳳林三路373巷7之5號前0.0公尺,1,普通重型-機車;行人-人
110年03月28日 09時21分41秒,桃園市大溪區國道3號 58公里300.0公尺處北側向輔助,1,自用-小客車;營業用-半聯結車;營業用-半聯結車;乘客-人
110年03月28日 11時25分00秒,嘉義縣中埔鄉石硦村台三線309公里400公尺處,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年03月28日 18時20分00秒,臺南市安南區安明路2段路燈117號前0.0公尺,1,普通重型-機車;乘客-人
110年03月29日 05時08分00秒,彰化縣伸港鄉大同村中興路2段88號前0.0公尺前,1,自用-小客車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車
110年03月29日 10時55分00秒,臺中市新社區電桿成功幹163旁,1,大型重型2(250-550C.C.)-機車
110年03月29日 16時17分00秒,桃園市桃園區龍壽街125號前0.0公尺附近,1,腳踏自行車-慢車;普通重型-機車;自用-小客車
110年03月29日 18時32分00秒,南投縣南投市中正路194號,1,自用-小客車;其他人-人
110年03月29日 21時02分00秒,臺中市神岡區圳前里中山路1720巷60號前0.0公尺,1,普通重型-機車;行人-人
110年03月30日 09時30分00秒,嘉義縣民雄鄉福興村牛稠溪1739號旁路口,1,普通重型-機車
110年03月30日 11時08分00秒,屏東縣新園鄉港墘村港墘路2之398號號前0.0公尺附近,1,普通重型-機車
110年03月31日 07時45分00秒,高雄市鳥松區文前路鳥松0047號前0.0公尺,1,普通重型-機車
110年03月31日 10時55分00秒,臺中市南屯區楓樹里環中路五段 / 臺中市南屯區楓樹里永春東三路,1,自用-大貨車;普通重型-機車
110年03月31日 12時09分00秒,高雄市左營區軍校路82號前0.0公尺,1,普通重型-機車;自用-小客車;普通重型-機車
110年04月01日 06時56分00秒,臺中市南區江川里建成路 / 臺中市南區江川里復興園路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年04月01日 09時01分00秒,高雄市前鎮區中山四路.號前0.0公尺,1,營業用-大貨車;營業用-半聯結車;自用-小貨車(含客、貨兩用);乘客-人
110年04月01日 10時50分11秒,花蓮縣壽豐鄉中山路3段92號前0.0公尺,1,自用-小客車;行人-人;普通重型-機車;自用-小客車
110年04月01日 22時53分00秒,花蓮縣玉里鎮台30線 20公里500.0公尺處,1,普通重型-機車;乘客-人
110年04月02日 02時10分13秒,宜蘭縣冬山鄉廣興路165號前0.0公尺附近,1,自用-小客車;行人-人
110年04月02日 04時33分00秒,高雄市鳳山區澄清路 / 高雄市鳳山區中山西路,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年04月02日 07時08分00秒,新北市石碇區新北市石碇區北宜公路27.3公里處,1,普通重型-機車;營業用-大貨車
110年04月02日 20時15分36秒,臺南市善化區蓮潭里目加溜灣大道前0.0公尺,1,普通重型-機車
110年04月02日 22時18分43秒,新竹縣寶山鄉新湖路三段溪峰高幹164,1,普通重型-機車;乘客-人
110年04月03日 13時13分00秒,高雄市林園區工業二路林工二047號前0.0公尺,1,普通重型-機車
110年04月03日 16時20分00秒,嘉義縣大埔鄉西興村台三線351公里500公尺處,1,自用-小客車;普通重型-機車;普通重型-機車;營業用-曳引車
110年04月04日 03時23分15秒,桃園市大園區田溪路照鏡橋旁,1,普通重型-機車;乘客-人
110年04月04日 09時11分23秒,花蓮縣秀林鄉台8線 160.8公里附近,1,腳踏自行車-慢車
110年04月04日 11時12分00秒,彰化縣溪湖鎮河東里環河路1段前0.0公尺,1,普通重型-機車
110年04月04日 11時15分00秒,高雄市前鎮區后平路 / 高雄市前鎮區后安路,1,普通重型-機車;自用-小客車
110年04月04日 13時04分35秒,新竹縣新埔鎮文山路亞東段127號附近(電桿:遠東高幹7E0693GA97),1,自用-小客車;乘客-人
110年04月04日 21時00分00秒,桃園市大園區國道2號 4公里400.0公尺處東側向路肩,1,自用-小客車
110年04月05日 03時23分00秒,南投縣信義鄉投97 7公里700.0公尺處,1,普通重型-機車
110年04月05日 07時10分00秒,高雄市甲仙區台29省道41公里號前0.0公尺,1,租賃車-小客車;自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人;乘客-人
110年04月05日 11時32分48秒,苗栗縣頭份市中正一路口 / 苗栗縣頭份市中正一路口,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
110年04月05日 14時04分00秒,屏東縣萬巒鄉保安路1-2號旁,2,普通重型-機車;乘客-人;乘客-人
110年04月06日 02時35分00秒,臺南市佳里區縣176線 14公里800.0公尺處東側向路肩,1,普通重型-機車
110年04月06日 03時04分00秒,彰化縣田中鎮三安里員集路1段400號前0.0公尺,1,自用-小客車;行人-人
110年04月06日 15時00分00秒,高雄市林園區林內路45巷28號前0.0公尺,1,電動輔助自行車-慢車
110年04月06日 17時04分00秒,桃園市八德區和平路870號前0.0公尺,1,自用-大貨車;行人-人;自用-小客車
110年04月08日 09時13分00秒,臺北市大安區忠孝東路4段 / 臺北市大安區敦化南路1段,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年04月08日 11時30分00秒,彰化縣埔鹽鄉新水村大新路1弄10-8號前0.0公尺附近,1,普通重型-機車;自用-小客車
110年04月08日 12時05分00秒,新北市鶯歌區新北市鶯歌區文化路407號,1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人
110年04月08日 18時44分23秒,臺南市東山區聖賢里南314線4.5公里處,1,普通重型-機車
110年04月09日 07時21分00秒,桃園市桃園區南平路橋上近春日路(M110040474)同安所,1,普通重型-機車;普通重型-機車
110年04月09日 09時34分00秒,嘉義縣民雄鄉松山村松子腳38之4號旁,1,自用-小客車;乘客-人;乘客-人
110年04月09日 16時30分00秒,桃園市大園區中正東路1段330號前0.0公尺,1,自用-小客車;普通重型-機車
110年04月10日 07時12分00秒,新北市樹林區新北市樹林區中和街78之1號旁,1,普通重型-機車
110年04月10日 12時30分07秒,臺南市麻豆區南48 500.0公尺處西側,1,普通重型-機車
110年04月10日 13時54分00秒,高雄市橋頭區橋新六路新莊035燈桿號前0.0公尺,1,普通重型-機車
110年04月10日 16時07分00秒,苗栗縣頭份市中華路與科東二路口,1,自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車
110年04月10日 17時45分00秒,新北市三重區新北市三重區疏洪十二路中山橋下,1,普通重型-機車;普通重型-機車
110年04月10日 18時42分06秒,臺南市南區86快速道路永成交流道匝道口,1,自用-小客車;乘客-人;乘客-人;乘客-人
110年04月10日 23時20分47秒,臺南市仁德區中正路一段口 / 臺南市仁德區中正路一段,1,普通重型-機車;自用-小客車
110年04月11日 14時05分00秒,雲林縣東勢鄉安南村縣道153北上慢車道4公里處,1,普通重型-機車;腳踏自行車-慢車
110年04月11日 18時38分00秒,彰化縣永靖鄉同安村永福路1段692號前0.0公尺前,1,普通重型-機車
110年04月11日 19時05分00秒,臺北市內湖區瑞光路 / 臺北市內湖區陽光街,1,普通重型-機車;自用-小客車
110年04月11日 22時24分00秒,臺北市松山區敦化北路 / 臺北市松山區八德路3段,1,普通重型-機車;行人-人
110年04月12日 09時36分00秒,桃園市觀音區中正路150號前0.0公尺,1,普通重型-機車;自用-小客車;營業用-曳引車
110年04月12日 11時57分00秒,新北市新店區新北市新店區北宜路18.8K,1,腳踏自行車-慢車
110年04月12日 12時50分00秒,嘉義縣太保市過溝里嘉56線5公里200公尺處,1,普通重型-機車;自用-小貨車(含客、貨兩用);營業用-大貨車
110年04月12日 12時53分00秒,臺南市七股區大埕里大埕448號,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年04月12日 19時05分00秒,桃園市蘆竹區南崁路2段口 / 桃園市蘆竹區長興路4段口,1,普通重型-機車;營業用-大貨車;乘客-人
110年04月12日 20時46分00秒,南投縣草屯鎮新豐里成功路一段與成功路一段1057巷口,1,行人-人;自用-小貨車(含客、貨兩用)
110年04月12日 22時58分00秒,彰化縣溪州鄉國道1號 221公里800.0公尺處北側向路肩,1,自用-小客車;自用-小客車;自用-小客車;自用-小客車;營業用-大貨車;乘客-人
110年04月13日 04時48分00秒,臺北市內湖區成功路2段179號前0.0公尺,1,自用-小客車;行人-人
110年04月13日 09時06分00秒,高雄市大寮區華中路 / 高雄市大寮區188縣道,1,普通重型-機車;營業用-大貨車
110年04月13日 09時27分00秒,彰化縣溪州鄉舊眉村溪斗路 / 彰化縣溪州鄉舊眉村移民路,1,自用-大貨車;普通重型-機車
110年04月13日 14時46分00秒,宜蘭縣蘇澳鎮海山東路口 / 宜蘭縣蘇澳鎮海山西路口,1,普通重型-機車;營業用-曳引車
110年04月13日 21時50分00秒,雲林縣東勢鄉東北村東勢東路,1,自用-小客車;行人-人
110年04月13日 22時35分00秒,宜蘭縣羅東鎮中山路1段口 / 宜蘭縣羅東鎮191線道路口,1,行人-人;自用-小客車
110年04月14日 01時27分00秒,臺中市西區後龍里民權路 / 臺中市西區後龍里後龍街,1,普通重型-機車;自用-小客車
110年04月14日 08時46分00秒,新北市泰山區新北市泰山區明志路2段273巷16弄20號,1,普通重型-機車;行人-人
110年04月14日 14時42分00秒,臺北市大安區長興街75號前0.0公尺,1,普通重型-機車
110年04月14日 22時03分00秒,雲林縣麥寮鄉海豐村海豐橋杉仔腳(麥寮鄉013299路燈)附近,1,普通重型-機車
110年04月15日 10時44分00秒,嘉義縣六腳鄉竹本村台19線76.8公里,1,普通重型-機車;自用-小客車
110年04月15日 17時37分39秒,新竹縣關西鎮縣118線 29.5公里附近向中線,1,普通重型-機車;拼裝車-其他車
110年04月16日 01時41分05秒,花蓮縣吉安鄉吉豐路3段北側 / 花蓮縣吉安鄉香源路口,1,普通重型-機車
110年04月16日 04時33分00秒,臺中市北屯區東山里東山路二段1巷8弄8-1號前0.0公尺,1,普通重型-機車;乘客-人
110年04月16日 08時39分00秒,臺南市善化區文正里光復路口 / 臺南市善化區文正里陽明路口,1,自用-小客車;普通重型-機車
110年04月16日 09時05分00秒,臺中市大里區新里里國光路二段147號前0.0公尺,1,自用-小客車;自用-小客車;普通重型-機車;自用-小客車;普通重型-機車;自用-小客車
110年04月16日 10時29分23秒,桃園市龜山區大湖路口 / 桃園市龜山區新興街口,1,租賃車-小客車;普通重型-機車;自用-小客車
110年04月16日 15時20分47秒,臺南市北區海安路三段口 / 臺南市北區和緯路口,1,普通重型-機車;營業用-大貨車
110年04月16日 16時33分00秒,臺南市東區東平路102號前0.0公尺,1,普通重型-機車;自用-小客車
110年04月16日 20時12分00秒,屏東縣獅子鄉台9線 451公里南側向內側,1,普通重型-機車;自用-小客車
110年04月17日 12時48分00秒,苗栗縣獅潭鄉台三線108公里往南車道,1,普通重型-機車
110年04月17日 13時05分00秒,屏東縣萬巒鄉屏東縣萬巒鄉萬巒鄉新厝村沿山公路與平和路口附近(屏185線44K處南下),1,自用-小客車;乘客-人;乘客-人;乘客-人;乘客-人
110年04月17日 17時10分00秒,臺中市西屯區福和里臺灣大道四段5巷281號前0.0公尺,1,普通重型-機車
110年04月17日 20時32分00秒,嘉義縣番路鄉新福村台三線284.8公里處,1,自用-小客車;遊覽車-大客車;乘客-人;乘客-人;乘客-人
110年04月17日 21時35分00秒,臺中市清水區近民族路口往北30公尺,1,自用-小客車
110年04月18日 01時51分37秒,苗栗縣竹南鎮國道3號 114公里600.0公尺處北側向外側,1,電動自行車-慢車;自用-小貨車(含客、貨兩用)
110年04月18日 03時43分00秒,彰化縣彰化市香山里彰南路3段2弄前0.0公尺,1,普通重型-機車
110年04月18日 12時08分00秒,臺中市大甲區經國路前0.0公尺,1,遊覽車-大客車;普通重型-機車
110年04月18日 19時18分07秒,屏東縣萬巒鄉泗溝村永全路永平路,1,自用-小客車;行人-人
110年04月18日 22時06分00秒,新北市泰山區新北市泰山區大科一路299號,1,普通重型-機車;乘客-人
110年04月19日 00時34分00秒,宜蘭縣員山鄉大湖路員山燈桿99089號附近,1,自用-小客車;行人-人
110年04月19日 10時40分00秒,宜蘭縣羅東鎮純精路3段445號前0.0公尺附近,1,普通重型-機車;自用-小客車
110年04月19日 11時18分00秒,高雄市前鎮區村金福路 / 高雄市前鎮區東亞路,1,營業用-曳引車;普通重型-機車
110年04月19日 11時25分00秒,桃園市蘆竹區大興路口 / 桃園市蘆竹區中興路口,1,普通重型-機車;自用-小貨車(含客、貨兩用)
110年04月19日 19時49分00秒,新北市樹林區新北市樹林區東佳路與東和街,1,普通重型-機車
110年04月20日 06時44分44秒,花蓮縣花蓮市中山路口 / 花蓮縣花蓮市建國路口,1,自用-小客車;普通重型-機車
110年04月20日 07時13分00秒,宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市南津路,1,普通重型-機車;營業用-大貨車
110年04月20日 13時15分00秒,新北市樹林區新北市樹林區八德街與堤外道路,1,自用-小貨車(含客、貨兩用);普通重型-機車
110年04月20日 21時53分00秒,高雄市前鎮區過港隧道前鎮往旗津方向機車道400公尺處,1,普通重型-機車;小型輕型-機車
110年04月20日 22時18分00秒,澎湖縣馬公市啟明里民福路口 / 澎湖縣馬公市啟明里仁愛路口,1,自用-小客車;行人-人
110年04月21日 07時05分34秒,苗栗縣苑裡鎮140線與苗43線路口,1,普通重型-機車;普通重型-機車
110年04月21日 09時49分00秒,桃園市桃園區桃鶯路474號前0.0公尺,1,營業用-曳引車;普通重型-機車
110年04月21日 13時55分50秒,苗栗縣後龍鎮台72線 2.8公里西側向內側,1,大型重型2(250-550C.C.)-機車
110年04月21日 17時50分00秒,彰化縣鹿港鎮海埔里鹿草路2段 / 彰化縣鹿港鎮海埔里鹿草路2段,1,腳踏自行車-慢車;自用-小客車
110年04月21日 19時20分00秒,苗栗縣銅鑼鄉銅鑼村19鄰中正路17號,1,營業用-曳引車;普通重型-機車
110年04月21日 21時39分00秒,臺中市沙鹿區電線桿神清幹13前,1,普通重型-機車
110年04月22日 09時39分42秒,宜蘭縣礁溪鄉191縣道路口 / 宜蘭縣礁溪鄉武暖路口,1,普通重型-機車;自用-小客車;乘客-人
110年04月22日 12時09分00秒,高雄市大社區中正路 / 高雄市大社區大社路,1,自用-大貨車;普通重型-機車
110年04月22日 14時27分00秒,高雄市梓官區信義路彌陀BB23號前0.0公尺,1,普通重型-機車
110年04月22日 16時16分30秒,宜蘭縣頭城鎮猴洞橋東端(台9線69.7K)附近,1,營業用-曳引車;普通重型-機車
110年04月22日 20時05分00秒,桃園市中壢區龍慈路口 / 桃園市中壢區龍岡路3段,1,行人-人;自用-小客車
110年04月22日 22時30分00秒,南投縣埔里鎮枇杷路83號附近,1,普通重型-機車
110年04月23日 07時40分00秒,高雄市阿蓮區民生路286號前0.0公尺,1,普通重型-機車
110年04月23日 12時45分00秒,臺南市新營區埤寮里埤寮96號,1,普通重型-機車;營業用-大貨車
110年04月23日 15時34分00秒,高雄市三民區明誠二路48號前0.0公尺,1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小貨車(含客、貨兩用)
110年04月23日 18時01分44秒,南投縣草屯鎮山腳里富林路1段607號,1,普通重型-機車;自用-小客車
110年04月23日 20時35分00秒,臺中市梧棲區頂寮里大智路二段 / 臺中市梧棲區頂寮里八德路,1,行人-人;自用-小客車
110年04月24日 06時56分00秒,桃園市桃園區國際路一段413巷56號前0.0公尺,1,普通重型-機車;普通重型-機車
110年04月24日 14時14分00秒,屏東縣屏東市和生路二段口 / 屏東縣屏東市和生路二段口,1,普通重型-機車;自用-小客車
110年04月24日 15時35分00秒,高雄市六龜區台27線 2公里100.0公尺處北側,1,自用-小客車;乘客-人
110年04月24日 17時00分01秒,宜蘭縣三星鄉大洲路262號前0.0公尺北側,1,營業用-曳引車;普通重型-機車
110年04月24日 18時06分29秒,屏東縣枋寮鄉台17線與東林路口,1,普通重型-機車;自用-小客車
110年04月25日 01時58分00秒,臺北市中正區南海路 / 臺北市中正區和平西路2段,1,普通重型-機車;行人-人
110年04月25日 09時47分22秒,桃園市龜山區萬壽路2段口 / 桃園市龜山區新樂街口,1,普通重型-機車;自用-小客車;營業用-曳引車
110年04月25日 10時46分00秒,彰化縣竹塘鄉竹元村竹鹿路前0.0公尺,1,普通重型-機車
110年04月25日 16時50分00秒,桃園市桃園區桃鶯路220號前0.0公尺,1,自用-小客車;乘客-人
110年04月26日 00時08分00秒,高雄市鳳山區南榮路 / 高雄市鳳山區鳳南路,1,普通重型-機車;行人-人
110年04月26日 04時04分00秒,臺中市后里區公館里三豐路五段131號前0.0公尺,1,自用-小客車;乘客-人
110年04月26日 07時22分00秒,臺南市善化區嘉北里省道臺1線前0.0公尺,1,普通重型-機車;自用-大貨車
110年04月26日 11時40分00秒,新北市永和區新北市永和區中山路1段35號,1,普通重型-機車;自用-小客車
110年04月26日 16時52分00秒,高雄市阿蓮區台28省道 / 高雄市阿蓮區台39省道,1,營業用-曳引車;普通重型-機車
110年04月26日 18時53分00秒,雲林縣口湖鄉崙東村中山路(路燈編號076778旁),1,普通重型-機車;腳踏自行車-慢車
110年04月27日 15時50分00秒,彰化縣芳苑鄉崙腳村草崙路13弄78號前0.0公尺,1,動力機械-其他車;普通重型-機車
110年04月27日 19時40分00秒,新竹市東區忠孝路口 / 新竹市東區建功一路,1,電動自行車-慢車;自用-小客車
110年04月28日 01時28分00秒,桃園市桃園區新埔六街116號前0.0公尺附近,1,自用-小客車
110年04月28日 20時30分00秒,臺中市烏日區榮泉里中山路三段 / 臺中市烏日區榮泉里榮和路,1,普通重型-機車;電動自行車-慢車;自用-小貨車(含客、貨兩用)
110年04月29日 00時55分40秒,嘉義市東區國道3號 295公里800.0公尺處南側向內側,1,自用-小客車;自用-小客車;自用-小客車;自用-小客車
110年04月29日 02時43分48秒,臺南市下營區大吉里南57線0.8公里處,1,自用-小客車;乘客-人
110年04月29日 05時43分00秒,臺中市大甲區義和里經國路 / 臺中市大甲區義和里文曲路,1,自用-小客車;普通重型-機車
110年04月29日 06時35分00秒,新北市五股區新北市五股區疏洪北路與成洲八路,1,營業用-曳引車;普通重型-機車
110年04月29日 10時30分00秒,臺東縣太麻里鄉台9線 393公里500.0公尺處南側向中外,1,自用-小客車;公營公車-大客車;乘客-人
110年04月29日 18時19分00秒,彰化縣永靖鄉永興村永興路1段 / 彰化縣永靖鄉永興村永興路1段,1,普通重型-機車;普通重型-機車
110年04月29日 20時51分00秒,臺南市北門區永隆里省道臺17線口 / 臺南市北門區永隆里臺84下東西平面道路口,1,自用-小客車;普通重型-機車;乘客-人
110年04月30日 07時02分00秒,臺中市清水區鰲峰里中航路三段1號前0.0公尺,1,民營客運-大客車;行人-人
110年04月30日 20時40分59秒,新竹縣竹北市中華路678號附近,1,自用-小客車;普通重型-機車
110年04月30日 22時53分00秒,桃園市平鎮區金陵路7段口 / 桃園市平鎮區石門大圳便道口,2,普通重型-機車;計程車-小客車;乘客-人
110年05月01日 02時11分00秒,臺北市萬華區漢中街 / 臺北市萬華區成都路,1,自用-小貨車(含客、貨兩用);行人-人
110年05月01日 04時48分00秒,臺中市東勢區北興里東關路7段口 / 臺中市東勢區北興里正二街口,1,自用-小客車;行人-人
110年05月01日 08時40分00秒,高雄市鼓山區馬卡道路 / 高雄市鼓山區青海路,1,自用-小客車;普通重型-機車
110年05月01日 11時15分22秒,新竹縣橫山鄉中豐路二段與仁愛街口,1,大型重型1(550C.C.以上)-機車
110年05月01日 15時05分00秒,高雄市鳳山區五甲一路口 / 高雄市鳳山區凱旋路口,1,普通重型-機車
110年05月01日 20時04分00秒,臺中市龍井區新庄里向上路六段 / 臺中市龍井區新庄里南新路,1,營業用-大貨車;行人-人
110年05月01日 21時38分00秒,桃園市觀音區大觀路1段口 / 桃園市觀音區大觀路1段,1,自用-小客車;行人-人
110年05月01日 22時29分00秒,桃園市龍潭區公園路燈桿0301089前,1,自用-小客車;普通重型-機車;普通重型-機車;普通重型-機車;普通重型-機車;行人-人
110年05月02日 05時07分31秒,新北市新店區國道3號 31公里北側向路肩,1,自用-小客車
110年05月02日 06時53分00秒,臺中市大里區內新里內新街108號前0.0公尺,1,普通重型-機車;行人-人
110年05月02日 07時03分00秒,新北市三重區新北市三重區疏洪十二路(中山橋下方),1,普通重型-機車
