發生時間,發生地點,死亡人數,車種
107年7月17日 3時52分秒,宜蘭縣羅東鎮中正北路口 / 宜蘭縣羅東鎮倉前路,1,自用-小客車行人-人
107年7月17日 12時33分秒,苗栗縣公館鄉台72線石圍牆匝道路口,1,自用-小客車營業用-半聯結車乘客-人
107年7月18日 6時5分秒,高雄市左營區村翠華路 / 高雄市左營區海功東路,1,普通重型-機車營業用-曳引車
107年7月18日 15時分13秒,桃園市八德區豐德路北側 / 桃園市八德區僑愛一街,1,自用-小客車普通重型-機車
107年7月18日 16時45分秒,臺中市中區中華里中華路一段168號前.公尺,1,行人-人普通重型-機車計程車-小客車
107年7月19日 8時分12秒,臺中市清水區國道3號 168公里3.公尺處北側向路肩,1,自用-小客車自用-小貨車(含客、貨兩用)其他人-人
107年7月19日 11時45分11秒,嘉義縣水上鄉大崙村168線21公里5公尺處,1,普通輕型-機車
107年7月19日 12時5分秒,高雄市仁武區村仁孝路 / 高雄市仁武區仁勇西巷,1,普通重型-機車自用-小客車
107年7月19日 13時39分51秒,臺南市永康區中山北路31號前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年7月2日 6時26分秒,新北市三峽區介壽路1段 / 新北市三峽區佳興路,1,自用大客車-大客車大型重型1(55C.C.以上)-機車
107年7月2日 11時4分5秒,臺南市官田區隆本里區道南65線北側 / 臺南市官田區隆本里區道南64線西側,1,自用-大貨車普通重型-機車
107年7月2日 12時2分秒,彰化縣二林鎮西平里建國路312號前.公尺前,1,普通重型-機車腳踏自行車-慢車
107年7月2日 2時3分秒,高雄市岡山區村阿公店路2段 / 高雄市岡山區阿公店路2段,1,普通重型-機車
107年7月21日 5時25分秒,臺南市安南區慶和路一段西向東方向路燈編號55129,1,普通重型-機車
107年7月21日 15時51分秒,臺中市東勢區茂興里東蘭路前.公尺,1,普通重型-機車自用-小客車
107年7月21日 23時56分秒,臺中市后里區墩北里甲后路二段前.公尺,2,自用-小客車電動輔助自行車-慢車乘客-人
107年7月22日 2時58分秒,彰化縣伸港鄉台61線 169公里北側向中外,1,營業用-半聯結車
107年7月22日 14時3分秒,臺中市霧峰區舊正里中正路2巷前.公尺,1,民營客運-大客車大型重型1(55C.C.以上)-機車
107年7月22日 21時6分秒,彰化縣和美鎮四張里德美路 / 彰化縣和美鎮四張里和厝路1段,1,普通重型-機車租賃車-小客車自用-小客車自用-小客車乘客-人
107年7月23日 3時22分秒,臺中市烏日區國道1號 187公里6.公尺處北側向外側,1,腳踏自行車-慢車民營客運-大客車
107年7月24日 11時4分秒,臺中市大甲區建興里西濱快速公路前.公尺,1,自用-大貨車營業用-小貨車(含客、貨兩用)自用-小貨車(含客、貨兩用)自用-曳引車乘客-人
107年7月24日 14時36分秒,高雄市大樹區統嶺路統嶺132燈號前.公尺,1,普通重型-機車
107年7月25日 11時46分32秒,新竹縣芎林鄉上山村7鄰三民路2號前左轉產業道路往第五公墓54公尺處路燈編號471號旁,1,普通重型-機車
107年7月25日 12時55分秒,高雄市苓雅區村三多二路 / 高雄市苓雅區凱旋二路,1,自用-小客車普通重型-機車
107年7月25日 21時2分秒,南投縣南投市南營路629號前.公尺,1,自用-小客車行人-人
107年7月26日 5時15分秒,臺南市北區小東路北側 / 臺南市北區東興路,1,普通輕型-機車自用-小客車
107年7月26日 5時45分秒,桃園市平鎮區平南里中豐路南勢二段與天津街口(R17757平鎮所),1,自用-小客車行人-人
107年7月26日 6時59分59秒,臺南市學甲區新達里市道174線口 / 臺南市學甲區臺84下東西平面道路,1,自用-小客車普通重型-機車
107年7月26日 13時2分42秒,桃園市八德區新興路1325號,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年7月26日 17時42分秒,苗栗縣竹南鎮大埔里大埔二街與科專五路口,1,自用-小客車普通重型-機車
107年7月26日 17時55分秒,高雄市前鎮區村一心二路 / 高雄市前鎮區台鋁北巷,1,自用-小客車普通重型-機車
107年7月27日 5時2分秒,桃園市桃園區春日里春日路北側 / 桃園市桃園區南通路,1,行人-人自用-小貨車(含客、貨兩用)
107年7月27日 6時28分秒,高雄市小港區沿海三路前.公尺,1,普通重型-機車
107年7月27日 9時37分秒,高雄市路竹區村復興路185號前.公尺,1,電動自行車-慢車營業用-大貨車
107年7月28日 9時4分3秒,屏東縣林邊鄉中山路前.公尺南側,1,普通重型-機車普通重型-機車
107年7月28日 9時5分45秒,雲林縣麥寮鄉麥豐村156公路前.公尺,1,自用-大貨車普通重型-機車
107年7月28日 12時29分秒,高雄市鳳山區中山東路 / 高雄市鳳山區勝利路,1,自用-小客車普通重型-機車乘客-人
107年7月28日 23時47分秒,新北市板橋區文新路35之1號前.公尺,1,自用-小客車普通重型-機車
107年7月29日 6時19分秒,新北市永和區中正橋道路前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年7月29日 14時4分秒,澎湖縣馬公市縣23線 4公里8.公尺處南側向外側,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年7月29日 17時23分秒,彰化縣芬園鄉中崙村大彰路2段前.公尺,1,自用-小客車腳踏自行車-慢車
107年7月3日 8時15分秒,彰化縣彰化市茄南里茄苳路2段1弄85號前.公尺前,1,普通重型-機車腳踏自行車-慢車
107年7月3日 14時分25秒,花蓮縣壽豐鄉豐山村中山路3段西側 / 花蓮縣壽豐鄉豐山村中山路3段口,1,普通重型-機車自用-小客車自用-小貨車(含客、貨兩用)
107年7月3日 14時8分24秒,屏東縣恆春鎮墾丁里墾丁路683號,1,普通重型-機車自用-小客車
107年7月3日 19時分秒,高雄市大社區三民路 / 高雄市大社區三中路,1,營業用-半聯結車腳踏自行車-慢車
107年7月3日 23時3分秒,臺北市松山區健康路 / 臺北市松山區健康路,1,自用-小貨車(含客、貨兩用)行人-人
107年7月31日 9時18分秒,臺北市大同區鄭州路 / 臺北市大同區塔城街,1,自用-小客車普通重型-機車
107年7月31日 11時13分秒,新北市土城區擺接堡路 / 新北市土城區員福街,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年7月31日 15時45分秒,彰化縣線西鄉寓埔村中華路 / 彰化縣線西鄉寓埔村中央路2段,1,自用-小貨車(含客、貨兩用)普通重型-機車乘客-人
107年7月31日 19時分3秒,花蓮縣鳳林鎮鳳信里中正路1段33號前.公尺口,1,自用-小客車自用-小客車
107年7月31日 21時4分秒,屏東縣枋寮鄉中山路二段66號水底寮幹85R1號電桿前(千越加油站),1,腳踏自行車-慢車普通重型-機車
107年8月1日 7時22分秒,桃園市桃園區春日路752號前.公尺西側,1,普通重型-機車營業用-曳引車
107年8月1日 7時4分1秒,桃園市蘆竹區南山路1段194號前.公尺北側,1,普通重型-機車自用-大貨車自用-小客車
107年8月1日 8時5分秒,桃園市八德區大興里榮興南路88巷口附近【T1785】,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月1日 15時36分秒,嘉義市西區香湖里文化路13巷722弄1號前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月2日 7時5分21秒,宜蘭縣宜蘭市環市東路2段口 / 宜蘭縣宜蘭市七張路口,1,普通重型-機車自用-小客車
107年8月2日 11時24分6秒,桃園市龜山區萬壽路一段與工興街口,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月2日 16時5分44秒,苗栗縣苑裡鎮舊社里6鄰德行路3號前,1,自用-大貨車電動自行車-慢車
107年8月2日 17時5分秒,宜蘭縣五結鄉五結中路2段口 / 宜蘭縣五結鄉大吉三路口,1,普通重型-機車普通重型-機車
107年8月2日 18時25分秒,臺南市北區文成路口 / 臺南市北區育德一街,1,自用-小客車普通重型-機車乘客-人
107年8月3日 5時35分秒,桃園市桃園區大興路北側 / 桃園市桃園區大業路南側,1,自用-小客車普通重型-機車
107年8月3日 7時29分53秒,嘉義縣民雄鄉平和村嘉76線3.5K,1,自用-小客車
107年8月3日 16時15分秒,基隆市安樂區北濱公路澳底橋,1,自用-小客車自用-小貨車(含客、貨兩用)
107年8月4日 7時38分秒,高雄市仁武區村永宏巷1號前.公尺,1,自用-小客車營業用-曳引車普通重型-機車普通重型-機車
107年8月4日 12時27分秒,新竹縣竹北市中正西路277號前,1,普通重型-機車乘客-人
107年8月4日 16時15分46秒,南投縣草屯鎮北投里北投路大眾巷產業道路(距離碧興路2公尺處,1,普通重型-機車
107年8月4日 17時34分秒,臺南市柳營區八翁里中山西路3段北側 / 臺南市柳營區長榮路5段,1,普通重型-機車自用-大貨車乘客-人
107年8月4日 19時38分秒,臺北市內湖區內湖路2段13巷11號前.公尺,1,普通重型-機車行人-人
107年8月5日 1時55分秒,高雄市六龜區台27線 1公里1.公尺處南側向外側,1,自用-小客車乘客-人
107年8月5日 7時15分3秒,雲林縣口湖鄉台17線 11公里南側向路肩,1,普通重型-機車
107年8月6日 8時16分秒,新北市三重區疏洪十二路前.公尺,1,普通重型-機車自用-小客車
107年8月6日 8時44分44秒,苗栗縣苑裡鎮社苓里苗47線與社柑3路口,1,普通重型-機車普通重型-機車
107年8月6日 8時55分秒,臺中市大肚區王田里沙田路一段前.公尺,1,自用-小客車自用-小客車乘客-人
107年8月6日 9時3分48秒,新竹縣芎林鄉國道3號 87公里4.公尺處北側向外側,1,自用-小客車自用-半聯結車其他人-人
107年8月6日 9時5分秒,高雄市鳳山區村鳳頂路 / 高雄市鳳山區田中央路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月6日 1時4分秒,臺南市東山區南1 5公里6.公尺處東側向中外,1,自用-大貨車電動自行車-慢車自用-小貨車(含客、貨兩用)
107年8月6日 17時38分秒,彰化縣秀水鄉陝西村水尾巷 / 彰化縣秀水鄉陝西村正興巷,1,自用-小客車普通重型-機車
107年8月6日 2時1分3秒,臺東縣關山鎮台9線 336公里9.公尺處南側向中內,1,行人-人自用-小客車
107年8月7日 3時55分秒,臺北市中山區中山橋前.公尺,1,普通重型-機車
107年8月7日 11時25分秒,嘉義縣東石鄉縣157線 38公里北側向外側,1,普通重型-機車自用-小客車
107年8月7日 15時分秒,屏東縣潮州鎮太平路426號前,1,自用-小客車普通重型-機車
107年8月7日 16時7分秒,臺北市士林區後港街66號前.公尺,1,租賃車-小客車普通重型-機車計程車-小客車
107年8月7日 16時55分秒,桃園市觀音區廣福里福山路2段東側 / 桃園市觀音區廣福里廣大路西側,1,自用-小客車普通重型-機車乘客-人
107年8月8日 4時22分秒,彰化縣溪州鄉瓦厝村莒光路前.公尺,1,普通重型-機車
107年8月8日 5時39分秒,桃園市龜山區忠義路2段238號前.公尺,1,普通重型-機車
107年8月8日 7時1分秒,臺中市和平區博愛里東關路一段前.公尺,1,普通重型-機車
107年8月8日 7時58分45秒,嘉義縣水上鄉內溪村中義路永欽二號橋上(175線1公里處),1,自用-小客車自用-小客車營業用-曳引車
107年8月8日 9時45分秒,花蓮縣玉里鎮台9線 283公里4.公尺處北側向內側,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月8日 12時57分秒,臺中市北屯區新平里大鵬路前.公尺,1,營業用-曳引車普通重型-機車
107年8月8日 15時3分秒,高雄市小港區北林路 / 高雄市小港區博學路,1,營業用-半聯結車普通重型-機車
107年8月8日 17時27分秒,新北市新莊區壽山路前.公尺,1,普通重型-機車普通重型-機車
107年8月9日 1時36分秒,新北市板橋區縣民大道2段 / 新北市板橋區新府路,1,腳踏自行車-慢車自用-小客車
107年8月9日 3時11分秒,新北市八里區龍米路2段 / 新北市八里區龍米路,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月9日 4時56分56秒,宜蘭縣員山鄉枕山村波城路69-9號,1,自用-小客車行人-人
107年8月9日 5時分33秒,雲林縣斗六市大學路一段5-6號,1,自用-小客車行人-人
107年8月9日 8時29分秒,嘉義縣朴子市竹圍里四維路口 / 嘉義縣朴子市光復新路,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年8月9日 15時9分4秒,臺南市仁德區國道1號 326公里4.公尺處南側向中線,1,自用-小客車營業用-半聯結車
107年8月9日 15時43分秒,臺東縣太麻里鄉台9線 43公里5.公尺處南側向中內,1,普通重型-機車自用-小客車
107年8月9日 19時17分秒,桃園市平鎮區中庸路235號前.公尺,1,腳踏自行車-慢車自用-小客車
107年8月1日 5時29分秒,新竹縣竹北市鳳岡路二段15巷88號,1,普通重型-機車
107年8月1日 6時分秒,雲林縣褒忠鄉潮厝村王厝57東2電桿旁,1,普通輕型-機車
107年8月1日 6時55分秒,高雄市鼓山區西藏街 / 高雄市鼓山區伊犁街,1,腳踏自行車-慢車民營客運-大客車
107年8月1日 11時54分秒,臺北市信義區永吉路 / 臺北市信義區永吉路,1,自用-小貨車(含客、貨兩用)行人-人
107年8月1日 13時38分秒,宜蘭縣羅東鎮中山路3段西側 / 宜蘭縣羅東鎮公園路,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月1日 16時53分秒,屏東縣鹽埔鄉產業道路(鹽埔高幹51右高分14),1,普通重型-機車
107年8月1日 23時31分14秒,桃園市龜山區萬壽路1段492號前.公尺北側,1,自用-小客車普通重型-機車自用-小客車自用-小客車乘客-人
107年8月11日 2時15分秒,臺中市大雅區上楓里民生路三段366號前.公尺,1,普通重型-機車
107年8月11日 4時分秒,嘉義縣水上鄉國道1號 271公里1.公尺處北側向內側,1,自用-小客車民營客運-大客車
107年8月11日 7時45分秒,屏東縣枋山鄉台1線 444公里9.公尺處北側向機、慢車道,1,普通重型-機車民營客運-大客車
107年8月11日 11時5分秒,臺中市東區振興里忠孝路前.公尺,1,計程車-小客車行人-人行人-人
107年8月11日 12時15分秒,高雄市大社區中正路 / 高雄市大社區中正路,1,普通重型-機車營業用-小貨車(含客、貨兩用)
107年8月11日 15時41分18秒,新竹市香山區東香路2段61號,1,普通重型-機車
107年8月11日 17時55分秒,桃園市龜山區振興路北側 / 桃園市龜山區振興路南側,1,普通重型-機車自用-小客車
107年8月12日 時53分秒,桃園市桃園區永安路北側 / 桃園市桃園區永安路,1,普通重型-機車自用-小客車自用-小貨車(含客、貨兩用)
107年8月12日 9時48分秒,新北市淡水區學府路 / 新北市淡水區水源街2段,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月12日 23時4分秒,新北市泰山區新五路1段 / 新北市泰山區中港西路,1,自用-大貨車普通重型-機車
107年8月13日 3時7分秒,嘉義縣中埔鄉台82線 32公里7.公尺處西側向路肩,1,自用-小貨車(含客、貨兩用)
107年8月13日 11時5分秒,彰化縣福興鄉橋頭村彰鹿路7段 / 彰化縣福興鄉橋頭村彰鹿路7段,1,普通重型-機車自用-小客車
107年8月13日 19時48分秒,新北市永和區福和橋道路前.公尺,1,普通重型-機車普通重型-機車普通重型-機車
107年8月13日 22時48分秒,臺北市萬華區環河南路1段 / 臺北市萬華區武昌街2段,1,普通重型-機車普通重型-機車
107年8月14日 3時1分秒,高雄市三民區村自立一路陸橋號前.公尺,1,普通重型-機車
107年8月14日 4時3分秒,臺東縣臺東市桂林北路36228號路燈,1,普通重型-機車自用-小客車自用-小客車
107年8月14日 1時43分秒,宜蘭縣員山鄉大安路北側 / 宜蘭縣員山鄉大湖16路北側,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月15日 3時42分秒,臺北市大安區羅斯福路4段21號前.公尺,1,自用-小客車行人-人
107年8月15日 3時43分秒,彰化縣大村鄉國道1號 26公里2.公尺處南側向外側,1,自用-小客車營業用-半聯結車
107年8月15日 9時54分秒,嘉義縣義竹鄉嘉26 2公里3.公尺處南側向中線,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月15日 17時45分秒,屏東縣高樹鄉高樹村慈新路1段77號前.公尺附近,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年8月16日 6時29分秒,臺北市大同區忠孝橋機車道號前.公尺,1,普通重型-機車乘客-人
107年8月16日 11時4分秒,雲林縣麥寮鄉三盛村仁德西路1段,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月16日 19時11分9秒,屏東縣萬丹鄉崙頂村南北路二段口 / 屏東縣萬丹鄉田厝村寶田路口,1,普通重型-機車普通重型-機車
107年8月17日 2時37分44秒,雲林縣斗六市西平路口 / 雲林縣斗六市雲科路,1,自用-小客車自用-大貨車
107年8月17日 9時9分秒,桃園市楊梅區富岡里新明街南側 / 桃園市楊梅區富岡里中華街東側,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月17日 19時17分1秒,嘉義縣民雄鄉福興村牛稠溪124號,1,普通重型-機車普通重型-機車乘客-人
107年8月18日 4時5分秒,臺南市鹽水區橋南里忠孝路北側 / 臺南市鹽水區南太路口,1,腳踏自行車-慢車自用-小客車乘客-人
107年8月18日 7時15分秒,新北市新店區寶慶街前.公尺,1,民營公車-大客車行人-人
107年8月18日 19時2分秒,彰化縣鹿港鎮台61線 172公里1.公尺處北側向外側,1,行人-人自用-小客車自用-小客車自用-小客車自用-小客車自用-小客車
107年8月18日 2時31分秒,臺南市安定區新吉里國道8號西向側車道路口,1,普通重型-機車普通重型-機車
107年8月18日 22時32分秒,高雄市鼓山區中華一路 / 高雄市鼓山區美明路,1,計程車-小客車普通重型-機車乘客-人乘客-人
107年8月18日 22時5分秒,臺北市北投區中央北路3段26號前.公尺,1,普通重型-機車普通重型-機車其他人-人
107年8月19日 2時3分1秒,雲林縣大埤鄉台78線 32公里3.公尺處東側向外側,1,自用-小客車營業用-曳引車
107年8月19日 6時1分34秒,臺南市白河區永安里新興路528號前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月19日 9時2分秒,桃園市觀音區桃92線(大潭里6鄰11-1號)旁,1,普通重型-機車自用-大貨車
107年8月19日 13時26分42秒,嘉義縣太保市崙頂里嘉44線3公里1公尺處(電桿編號:三塊厝13),1,自用-小貨車(含客、貨兩用)
107年8月19日 16時4分秒,高雄市鳳山區村凱旋路和興31燈號前.公尺前,1,自用-小客車營業用-大貨車營業用-曳引車乘客-人乘客-人
107年8月19日 19時18分14秒,宜蘭縣五結鄉五結中路2段西側 / 宜蘭縣五結鄉三吉一路西側,1,腳踏自行車-慢車自用-小客車
107年8月19日 21時23分秒,新北市樹林區中正路 / 新北市樹林區光武街,1,普通重型-機車營業用-大貨車
107年8月2日 8時4分秒,臺東縣卑南鄉杉原18號旁,1,普通重型-機車遊覽車-大客車
107年8月2日 1時34分44秒,臺南市善化區小新里目加溜灣大道口 / 臺南市善化區無名道路,1,普通重型-機車自用-小客車
107年8月2日 19時15分秒,彰化縣福興鄉鎮平村阿力街1-5號前.公尺前,1,自用-小貨車(含客、貨兩用)腳踏自行車-慢車
107年8月21日 2時35分秒,基隆市暖暖區八堵路 / 基隆市暖暖區源遠路,1,普通重型-機車營業用-大貨車
107年8月21日 21時4分47秒,桃園市龜山區萬壽路2段北側 / 桃園市龜山區自強北路東側,1,公營公車-大客車普通重型-機車自用-小客車自用-小客車
107年8月23日 3時5分秒,新竹縣寶山鄉國道1號 99公里1.公尺處北側向交流道,1,營業用-半聯結車
107年8月23日 6時35分16秒,花蓮縣瑞穗鄉台9線 265公里5.公尺處北側向機、慢車道,1,普通重型-機車
107年8月23日 12時14分秒,桃園市中壢區國道1號 58公里4.公尺處北側向內側,1,營業用-半聯結車自用-小客車
107年8月24日 1時9分秒,新北市三重區河邊北街377號前.公尺,1,自用-小客車普通重型-機車乘客-人自用-小客車自用-小客車自用-小客車
107年8月24日 2時15分1秒,桃園市桃園區國道2號 19公里6.公尺處東側向內側,3,自用-小客車自用-小貨車(含客、貨兩用)乘客-人自用-小客車其他人-人其他人-人
107年8月24日 13時9分秒,新北市板橋區國慶路 / 新北市板橋區國慶路,1,民營公車-大客車行人-人
107年8月24日 14時8分秒,苗栗縣頭屋鄉台13線 23公里964.公尺處西側向外側,1,自用-小客車普通重型-機車
107年8月24日 14時22分秒,臺北市中山區民權東路2段前.公尺,1,腳踏自行車-慢車自用-小貨車(含客、貨兩用)
107年8月24日 15時26分秒,高雄市旗山區村旗亭巷馬頭幹61桿號前.公尺前,1,自用-小客車自用-小客車乘客-人
107年8月24日 21時29分秒,新北市瑞芳區臺2線道路前.公尺,1,營業用-曳引車
107年8月24日 22時26分秒,臺南市安南區北安路3段北側 / 臺南市安南區總安街1段,1,行人-人自用-小客車
107年8月26日 9時57分秒,臺北市士林區忠誠路1段 / 臺北市士林區忠義街,1,自用-小客車腳踏自行車-慢車
107年8月26日 12時5分34秒,宜蘭縣蘇澳鎮和平路口 / 宜蘭縣蘇澳鎮永愛路口,1,自用-小客車普通重型-機車
107年8月27日 4時15分秒,屏東縣新埤鄉打鐵村南興路111號前.公尺,1,自用-小客車乘客-人乘客-人乘客-人
107年8月27日 7時52分52秒,嘉義縣竹崎鄉義仁村166線44公里3公尺處,1,自用-小客車自用-小客車
107年8月27日 8時分秒,桃園市中壢區忠孝路56號,1,自用-小貨車(含客、貨兩用)普通重型-機車自用-小客車
107年8月27日 18時5分秒,桃園市平鎮區新安里洪圳路25號前.公尺附近,1,普通重型-機車行人-人租賃車-小客車
107年8月27日 21時45分29秒,臺南市東區國道1號 326公里6.公尺處南側向外側,1,營業用-半聯結車營業用-半聯結車營業用-半聯結車乘客-人乘客-人
107年8月28日 4時12分秒,宜蘭縣頭城鎮竹安里頭濱路1段27號前.公尺,1,普通重型-機車
107年8月28日 8時15分秒,新北市鶯歌區中正一路 / 新北市鶯歌區中山路,1,普通重型-機車營業用-大貨車
107年8月28日 23時1分秒,新北市五股區疏洪六路前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月29日 4時42分秒,臺中市太平區新光里旱溪東路二段前.公尺,1,自用-小貨車(含客、貨兩用)營業用-半聯結車
107年8月3日 3時38分25秒,嘉義縣水上鄉龍德村產業道路(電線桿編號:水崙14分11 N1982 HB29),1,普通重型-機車
107年8月3日 7時5分秒,臺北市士林區中山北路5段 / 臺北市士林區幸福街,1,自用-小客車行人-人
107年8月3日 8時13分秒,宜蘭縣三星鄉行健溪一路2段東側 / 宜蘭縣三星鄉照林路2段南側,1,普通重型-機車自用-小貨車(含客、貨兩用)乘客-人
107年8月3日 8時4分秒,雲林縣二崙鄉中山路一段17號電桿前,1,普通重型-機車自用-小客車
107年8月3日 9時43分秒,宜蘭縣冬山鄉大安路9號前.公尺附近,1,普通重型-機車營業用-曳引車
107年8月3日 14時58分秒,嘉義縣中埔鄉隆興村中正路56號前.公尺,1,普通重型-機車自用-小貨車(含客、貨兩用)
107年8月31日 時35分秒,彰化縣和美鎮山犁里道周路418號前.公尺前,1,行人-人普通重型-機車
107年8月31日 2時28分秒,新竹市東區光復路一段579號,1,普通重型-機車
107年8月31日 7時22分秒,花蓮縣花蓮市中興路東側 / 花蓮縣花蓮市中美三街,1,自用-小客車普通重型-機車
107年8月31日 9時2分秒,臺南市玉井區台2線 34公里3.公尺處東側向內側,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年8月31日 2時分秒,新竹縣峨眉鄉台3線南向88K處附近,1,自用-小客車乘客-人
107年8月31日 22時25分秒,雲林縣四湖鄉溪尾村雲128鄉道,1,自用-小貨車(含客、貨兩用)乘客-人乘客-人
107年9月1日 時52分秒,新北市雙溪區梅竹蹊路63號前.公尺,1,普通重型-機車乘客-人
107年9月1日 5時1分秒,高雄市苓雅區河南路133之1號前.公尺,1,自用-小客車行人-人
107年9月1日 7時5分24秒,臺南市山上區縣178線 27公里北側,1,大型重型1(55C.C.以上)-機車普通重型-機車
107年9月1日 18時16分秒,臺東縣臺東市光明路東側 / 臺東縣臺東市更生路,1,自用-小客車行人-人
107年9月2日 5時1分秒,桃園市中壢區明德里環中東路2段口 / 桃園市中壢區明德里幸福街口,1,自用-小客車普通重型-機車自用-小客車
107年9月2日 7時5分秒,彰化縣溪州鄉尾厝村大學路 / 彰化縣溪州鄉尾厝村莒光路,1,普通重型-機車普通重型-機車
107年9月2日 1時55分秒,新竹縣竹北市中華路1255巷口,1,普通重型-機車普通重型-機車
107年9月2日 15時7分17秒,臺南市龍崎區崎頂里新市子路12之1號,1,普通重型-機車大型重型1(55C.C.以上)-機車
107年9月4日 3時18分8秒,新竹市北區竹香北路路燈22116號處,1,普通重型-機車乘客-人
107年9月4日 9時44分秒,臺北市士林區承德路4段前.公尺,1,普通重型-機車其他人-人
107年9月4日 17時3分秒,屏東縣屏東市公興路368巷52號前.公尺,1,普通重型-機車
107年9月4日 19時4分秒,高雄市小港區中安路 / 高雄市小港區中安路,1,自用-小貨車(含客、貨兩用)
107年9月4日 23時43分秒,桃園市桃園區永安路213號前(M17987),1,行人-人計程車-小客車
107年9月5日 3時24分秒,新北市汐止區國道1號 32公里北側向外側,1,營業用-小貨車(含客、貨兩用)自用-半聯結車
107年9月5日 6時2分秒,高雄市鳳山區村中山東路 / 高雄市鳳山區埤頂街,1,自用-小客車普通重型-機車乘客-人
107年9月5日 7時55分秒,彰化縣大城鄉公館村青埔路前.公尺,1,自用-小客車自用-小客車乘客-人乘客-人乘客-人乘客-人乘客-人
107年9月5日 8時28分11秒,雲林縣斗六市長林路南側 / 雲林縣斗六市產業道路,1,普通重型-機車自用-小客車
107年9月5日 1時58分秒,臺中市大甲區日南里工六路前.公尺,1,自用-小客車普通重型-機車
107年9月5日 12時4分秒,屏東縣屏東市信和里泰和1之18號,1,普通重型-機車
107年9月5日 15時1分秒,雲林縣土庫鎮馬光路與信義街口,1,普通重型-機車普通重型-機車乘客-人
107年9月5日 15時4分4秒,桃園市中壢區月桃路2段東側 / 桃園市中壢區山大一路,1,自用-大貨車普通重型-機車
107年9月5日 18時57分28秒,新竹縣竹東鎮中正路與工業一路,1,自用-小客車行人-人
107年9月5日 21時12分13秒,新竹縣湖口鄉八德路1段247號前.公尺,1,普通重型-機車
107年9月6日 時5分秒,臺南市南區明興路215號前.公尺北側,1,普通重型-機車
107年9月6日 7時5分59秒,花蓮縣富里鄉台9線 33公里8.公尺處附近向內側,1,普通重型-機車自用-小客車
107年9月6日 9時22分秒,臺中市大肚區大東里自由路前.公尺,1,普通重型-機車普通重型-機車
107年9月6日 9時29分23秒,嘉義縣六腳鄉工廠村嘉59線3K,1,公營客運-大客車普通重型-機車
107年9月6日 11時25分秒,臺中市新社區福興里豐埔公路前.公尺,1,自用-小貨車(含客、貨兩用)乘客-人
107年9月6日 12時分12秒,嘉義縣梅山鄉梅北村中山路937之8號前.公尺南側,1,自用-小客車普通重型-機車乘客-人
107年9月6日 14時8分25秒,花蓮縣花蓮市明禮路8號前.公尺,1,普通重型-機車自用-大貨車自用-小客車
107年9月6日 14時15分33秒,臺南市學甲區仁得里寶發路口 / 臺南市學甲區信義路口,2,普通重型-機車普通重型-機車
107年9月6日 18時4分秒,高雄市旗山區旗屏一路41號前.公尺,1,行人-人自用-小客車
107年9月7日 11時24分秒,宜蘭縣宜蘭市新生路前.公尺,1,腳踏自行車-慢車
107年9月7日 12時18分秒,高雄市小港區村北林路 / 高雄市小港區水秀路,1,普通輕型-機車營業用-大貨車
107年9月7日 14時47分秒,苗栗縣頭份市新華里中正一路692號前.公尺,1,自用-小貨車(含客、貨兩用)普通重型-機車
107年9月7日 19時29分5秒,嘉義縣民雄鄉鎮北村台一線255.1K處,1,普通重型-機車乘客-人
107年9月7日 21時分秒,桃園市平鎮區中興路平鎮段229號前.公尺,1,行人-人自用-小客車行人-人自用-小客車
107年9月8日 時9分秒,高雄市橋頭區成功北路機慢車道號前.公尺,1,普通重型-機車普通重型-機車
107年9月8日 14時42分秒,高雄市楠梓區村土庫三路 / 高雄市楠梓區土庫二路,1,自用-小貨車(含客、貨兩用)普通重型-機車自用-小貨車(含客、貨兩用)
107年9月8日 16時2分秒,臺中市豐原區豐田里5鄰旱溪西路七段489號前.公尺,1,普通重型-機車
107年9月8日 22時26分22秒,宜蘭縣大同鄉台7線97公里8公尺處,1,自用-小客車
